state_zip,FacID,FacID,Facility.Latitude,Facility.Longitude,state_facility,deaths_coef_2,deaths_coef_1,deaths_coef_3
Alabama,3,3,31.0069,-88.0103,Alabama,195.08107451944053,177.70706517396792,212.4553771321929
Alabama,7,7,34.0128,-85.9708,Alabama,103.23974857101065,94.04500836245319,112.43467549700885
Alabama,8,8,33.6446,-87.2003,Alabama,351.37693652499763,320.0796513540629,382.6754335807855
Alabama,10,10,32.6017,-87.7811,Alabama,207.34393210441414,188.8773205940861,225.8109465257809
Alabama,26,26,33.2442,-86.4567,Alabama,994.9232050403077,906.2861601446539,1083.5673676589465
Alabama,47,47,34.7439,-87.8486,Alabama,182.67608536143933,166.4064380417731,198.94609179920081
Alabama,50,50,34.8825,-85.7547,Alabama,316.5344410647298,288.3429745548943,344.7265330437857
Alabama,51,51,32.0306,-93.5692,Louisiana,32.22402791073785,29.354313292909435,35.09375733938641
Alabama,56,56,31.4858,-87.9106,Alabama,62.557816125046294,56.98668089449583,68.12898822604689
Alabama,59,59,40.8538,-98.3481,Nebraska,1.3203739511944823,1.2027908363541464,1.4379570973712092
Alabama,60,60,40.5806,-98.3106,Nebraska,1.4594780306556827,1.3295073369728945,1.589448750904087
Alabama,87,87,35.4159,-108.082,New Mexico,0.2955894129610582,0.2692663506112161,0.3219124766912308
Alabama,108,108,37.9306,-100.9725,Kansas,0.9331447832280139,0.8500455864631988,1.016243993928333
Alabama,113,113,34.9394,-110.3033,Arizona,2.9675230773485612,2.703256509831225,3.2317897279032732
Alabama,126,126,32.16,-110.9047,Arizona,0.4018261787187722,0.36604242782452756,0.43760993305387086
Alabama,127,127,34.0825,-99.1753,Texas,2.46561859984895,2.24604782405463,2.685189496029152
Alabama,130,130,33.3692,-80.1119,South Carolina,17.24931505494839,15.713199468184749,18.78543383700308
Alabama,136,136,29.7333,-81.6339,Florida,40.89287237849393,37.25116796604707,44.534592619080065
Alabama,160,160,32.0619,-109.8931,Arizona,0.7784874366322982,0.7091609452957945,0.8478139339511993
Alabama,165,165,36.1906,-95.2889,Oklahoma,14.771929375226353,13.4564359171241,16.08742523136101
Alabama,207,207,30.4311,-81.5508,Florida,30.129845432935017,27.44665249163149,32.813047528344306
Alabama,298,298,31.4219,-96.2525,Texas,23.210188400647038,21.14323590348417,25.277145000652325
Alabama,384,384,41.4947,-88.125,Illinois,15.186457239169396,13.834055097475119,16.538860572556853
Alabama,465,465,39.67,-105.0028,Colorado,1.031977686995096,0.9400771698775352,1.1238782135031833
Alabama,468,468,39.1486,-108.3189,Colorado,0.383014388730057,0.3489058775940647,0.4171229037365097
Alabama,469,469,39.8034,-104.9458,Colorado,3.57882925208903,3.260124094202359,3.897534509368351
Alabama,470,470,38.2081,-104.5747,Colorado,4.349028688164888,3.9617345823160193,4.73632300222742
Alabama,477,477,40.0195,-105.202,Colorado,0.6558911983368751,0.5974821983454783,0.7143002127104905
Alabama,492,492,38.8244,-104.8331,Colorado,2.826861171379597,2.575121049223187,3.07860135440131
Alabama,508,508,38.0921,-102.6148,Colorado,0.0067656872180622,0.0061631840171302,0.007368190423922299
Alabama,525,525,40.4856,-107.185,Colorado,1.0174954827331064,0.9268846396735276,1.1081063364106936
Alabama,527,527,38.2387,-108.5083,Colorado,0.3051119651210865,0.2779408911693271,0.3322830408418983
Alabama,564,564,28.4836,-81.1686,Florida,9.223260892070778,8.401899483088673,10.044623180993987
Alabama,568,568,41.1706,-73.1843,Connecticut,0.9130543759424875,0.8317441964429584,0.9943645867960494
Alabama,593,593,39.7372,-75.5033,Delaware,2.1982179713502057,2.002460050651997,2.3939759950141415
Alabama,594,594,38.5857,-75.2341,Delaware,8.987823933614473,8.187429621476978,9.788218972387751
Alabama,602,602,39.1792,-76.5383,Maryland,16.323088689454153,14.869453741261145,17.776727298780667
Alabama,628,628,28.9594,-82.7003,Florida,150.91544288055562,137.47537556001075,164.35563327758712
Alabama,641,641,30.5661,-87.2289,Florida,151.9728888015184,138.43749241405752,165.50863524879236
Alabama,642,642,30.6689,-84.8869,Florida,12.913409157599554,11.763421309303505,14.063399552365233
Alabama,643,643,30.2689,-85.7003,Florida,72.1728658482174,65.74524167608273,78.60057424310563
Alabama,645,645,27.7944,-82.4036,Florida,29.404858155075054,26.786216950557765,32.023510544785466
Alabama,646,646,27.9083,-82.4194,Florida,25.53904636657597,23.26468154083074,27.8134194170736
Alabama,663,663,29.7586,-82.3883,Florida,12.180146078512802,11.095453008148054,13.264842541683818
Alabama,667,667,30.4172,-81.5525,Florida,4.959918839785988,4.518223053618293,5.40161487750815
Alabama,676,676,28.0809,-81.9256,Florida,9.54044553403903,8.690833586550118,10.390059215564005
Alabama,699,699,32.9269,-83.6997,Georgia,8.16106267859346,7.434275662795995,8.88785395650323
Alabama,703,703,34.1256,-84.9192,Georgia,1728.237616667304,1574.163771502012,1882.3446457195955
Alabama,708,708,34.2533,-85.3456,Georgia,342.91038612955214,312.3607953014133,373.4624169483717
Alabama,709,709,33.1942,-83.2994,Georgia,394.8402887400597,359.67077163851,430.01135036640954
Alabama,710,710,33.8244,-84.475,Georgia,256.0785157562641,233.26747333137686,278.8908376974332
Alabama,727,727,31.4444,-84.1322,Georgia,23.563998688432793,21.465385002994886,25.66264647482505
Alabama,728,728,33.4622,-84.8986,Georgia,623.0132407733681,567.5163371765061,678.5132448856083
Alabama,733,733,32.1486,-81.1458,Georgia,13.986414647172513,12.740877072275154,15.231953911792392
Alabama,856,856,40.5958,-89.6631,Illinois,35.199309008425274,32.064650192025155,38.33398012955778
Alabama,861,861,39.0586,-89.4031,Illinois,33.92513167373501,30.903910767358774,36.94637096725202
Alabama,862,862,37.6578,-89.5119,Illinois,3.5295866314278,3.21526334445823,3.8439106670583003
Alabama,863,863,39.1333,-87.6597,Illinois,13.31332850232231,12.127725216905352,14.498934629962568
Alabama,864,864,39.8194,-90.5647,Illinois,12.227928957319042,11.138989447851515,13.316870147129972
Alabama,867,867,41.8278,-87.7236,Illinois,5.946946768507954,5.417352445587773,6.47654153225178
Alabama,874,874,41.4931,-88.1153,Illinois,4.14302183520529,3.7740724157983996,4.511971618064819
Alabama,876,876,39.5906,-89.4964,Illinois,20.447607389571008,18.62667008569153,22.268548853269664
Alabama,879,879,40.5408,-89.6786,Illinois,24.614777858062915,22.42274969356701,26.806808774139736
Alabama,883,883,42.3833,-87.8133,Illinois,9.499469457095659,8.653511327688866,10.345428384964901
Alabama,884,884,41.6334,-88.0626,Illinois,12.6336247719282,11.508559600925485,13.758691100539759
Alabama,886,886,41.8508,-87.6533,Illinois,3.476900755270301,3.1672716290274283,3.7865301731186842
Alabama,887,887,37.2103,-88.8606,Illinois,48.95903871232587,44.59906718815937,53.319016811686936
Alabama,889,889,38.205,-89.855,Illinois,58.38136288455945,53.18195103718982,63.58085097471455
Alabama,891,891,40.2797,-90.0775,Illinois,8.174890455733498,7.44688641927852,8.902895942319365
Alabama,892,892,41.3017,-89.3136,Illinois,6.597597298608756,6.010059714829696,7.185135524679762
Alabama,897,897,40.1781,-87.7481,Illinois,9.247511688309318,8.42398640713424,10.071038684627593
Alabama,898,898,38.8639,-90.1325,Illinois,12.865221746205805,11.719526841614888,14.010918860705944
Alabama,963,963,39.7539,-89.6011,Illinois,9.825622826096847,8.95061274964143,10.700635086654469
Alabama,964,964,39.7539,-89.6011,Illinois,6.489980942705925,5.912026322781205,7.067936316460443
Alabama,976,976,37.6206,-88.955,Illinois,17.613167763014186,16.04465587576765,19.18168171343971
