FacID,state_zip,lat,lon,deaths_coef_2,deaths_coef_2_all
26,Montana,33.2442,-86.4567,0.032083021,8129.87557
26,North Carolina,33.2442,-86.4567,497.3441297,8129.87557
26,North Dakota,33.2442,-86.4567,0.734851402,8129.87557
26,Nebraska,33.2442,-86.4567,6.715969083,8129.87557
26,New Hampshire,33.2442,-86.4567,20.78951573,8129.87557
26,New Jersey,33.2442,-86.4567,219.0938039,8129.87557
26,New Mexico,33.2442,-86.4567,0.903813669,8129.87557
26,Nevada,33.2442,-86.4567,0.001940252,8129.87557
26,New York,33.2442,-86.4567,395.8484595,8129.87557
26,Ohio,33.2442,-86.4567,380.755152,8129.87557
26,Oklahoma,33.2442,-86.4567,43.66390733,8129.87557
26,Oregon,33.2442,-86.4567,0.000157192,8129.87557
26,Pennsylvania,33.2442,-86.4567,446.1796898,8129.87557
26,Rhode Island,33.2442,-86.4567,22.49485459,8129.87557
26,South Carolina,33.2442,-86.4567,284.4717023,8129.87557
26,South Dakota,33.2442,-86.4567,1.807132137,8129.87557
26,Tennessee,33.2442,-86.4567,526.6683176,8129.87557
26,Texas,33.2442,-86.4567,255.4435226,8129.87557
26,Utah,33.2442,-86.4567,0.076016143,8129.87557
26,Virginia,33.2442,-86.4567,292.6626453,8129.87557
26,Vermont,33.2442,-86.4567,10.09980667,8129.87557
26,Washington,33.2442,-86.4567,0.011332949,8129.87557
26,Wisconsin,33.2442,-86.4567,66.69650219,8129.87557
26,West Virginia,33.2442,-86.4567,94.77686197,8129.87557
26,Wyoming,33.2442,-86.4567,0.036721289,8129.87557
47,Alabama,34.7439,-87.8486,209.1076489,3329.240487
47,Arkansas,34.7439,-87.8486,71.37483881,3329.240487
47,Arizona,34.7439,-87.8486,0.070393195,3329.240487
47,California,34.7439,-87.8486,0.027275191,3329.240487
47,Colorado,34.7439,-87.8486,0.241006219,3329.240487
47,Connecticut,34.7439,-87.8486,31.54140658,3329.240487
47,DC,34.7439,-87.8486,7.002117335,3329.240487
47,Delaware,34.7439,-87.8486,9.034093104,3329.240487
47,Florida,34.7439,-87.8486,132.0417349,3329.240487
