year,state_facility,state_zip,deaths_coef_2
1999,AL,AL,266.25952203103316
1999,AL,AR,45.18288462133892
1999,AL,AZ,0.030074490459869086
1999,AL,CA,0.00024629099773452296
1999,AL,CO,0.1538929351655566
1999,AL,CT,19.132324840583546
1999,AL,DC,5.402504097961416
1999,AL,DE,5.930983980644029
1999,AL,FL,133.52234279518603
1999,AL,GA,149.44495265078095
1999,AL,IA,12.73803293118803
1999,AL,ID,9.60938831173763e-07
1999,AL,IL,151.11534929764906
1999,AL,IN,92.33184326747507
1999,AL,KS,7.929729961120434
1999,AL,KY,74.12935712472778
1999,AL,LA,104.1101873978477
1999,AL,MA,32.60690391513899
1999,AL,MD,41.433154595807096
1999,AL,ME,5.510033199539879
1999,AL,MI,86.19791931691249
1999,AL,MN,9.888231786583127
1999,AL,MO,65.02589642749432
1999,AL,MS,177.29412352146468
1999,AL,MT,0.0201875128975428
1999,AL,NC,119.98181323183397
1999,AL,ND,0.6057221808723892
1999,AL,NE,3.037157340882147
1999,AL,NH,5.568567743724299
1999,AL,NJ,54.42006928261654
1999,AL,NM,0.23831970278555759
1999,AL,NV,2.59078571738236e-05
1999,AL,NY,105.69174485245634
1999,AL,OH,127.21634292094564
1999,AL,OK,16.93000624546306
1999,AL,OR,0.0
1999,AL,PA,115.32794829945058
1999,AL,RI,5.591322573952736
1999,AL,SC,61.1748953220795
1999,AL,SD,1.0985881427517266
1999,AL,TN,180.12322353098097
1999,AL,TX,115.38737311181814
1999,AL,UT,0.0
1999,AL,VA,72.75222040041619
1999,AL,VT,2.8595577506443313
1999,AL,WA,0.0
1999,AL,WI,35.12653579044524
1999,AL,WV,24.110773768889533
1999,AL,WY,0.0135982594784
1999,AR,AL,9.59165320281621
1999,AR,AR,33.31462833541508
1999,AR,AZ,0.0794288214241116
1999,AR,CA,0.0412078384716223
1999,AR,CO,0.0711243222884741
1999,AR,CT,2.3297822540233097
1999,AR,DC,0.5199906340872502
1999,AR,DE,0.6072347152021346
1999,AR,FL,11.50418638366601
1999,AR,GA,8.618066146041834
1999,AR,IA,5.90060488805868
1999,AR,ID,0.000360919171035539
1999,AR,IL,32.388171952973195
1999,AR,IN,13.42663805047561
1999,AR,KS,6.41326788899487
1999,AR,KY,7.969576919289601
1999,AR,LA,13.059305412549296
1999,AR,MA,3.627546926752439
1999,AR,MD,4.360173990322274
1999,AR,ME,0.7677719392732051
1999,AR,MI,13.28391705535195
1999,AR,MN,4.467572016919981
1999,AR,MO,27.876714293982012
1999,AR,MS,8.767197025880481
1999,AR,MT,0.0057272305643364
1999,AR,NC,8.35882188279894
1999,AR,ND,0.1696632096700672
1999,AR,NE,1.777454671330266
1999,AR,NH,0.668508473215742
1999,AR,NJ,6.45259083655551
1999,AR,NM,0.1444182714680144
1999,AR,NV,0.0009620599314731249
1999,AR,NY,13.51382727383054
1999,AR,OH,16.222387438744462
1999,AR,OK,16.8948240935046
1999,AR,OR,0.0001422323039352858
1999,AR,PA,14.27194471464022
1999,AR,RI,0.6349198906920546
1999,AR,SC,4.221936367784792
1999,AR,SD,0.40411845287374903
1999,AR,TN,14.2957238748259
1999,AR,TX,46.047648311120895
1999,AR,UT,0.0009739951565834108
1999,AR,VA,5.9280657143743944
1999,AR,VT,0.4188738132009924
1999,AR,WA,0.0003268220875713027
1999,AR,WI,9.858575780485129
1999,AR,WV,2.6318242991991867
1999,AR,WY,0.0033634433264851
1999,AZ,AL,1.201186212202587
1999,AZ,AR,2.169569424109018
1999,AZ,AZ,27.87745581545498
1999,AZ,CA,7.058447332274422
1999,AZ,CO,11.301278792754214
1999,AZ,CT,0.4440527792026413
1999,AZ,DC,0.0773472229234423
1999,AZ,DE,0.104755133286006
1999,AZ,FL,2.1493181992649237
1999,AZ,GA,1.1197449090746439
1999,AZ,IA,2.3890107891759533
1999,AZ,ID,0.4157630030874755
1999,AZ,IL,4.672071681873353
1999,AZ,IN,1.8716002781171326
1999,AZ,KS,4.334129848758624
1999,AZ,KY,1.0947892796029075
1999,AZ,LA,1.6416000714042942
1999,AZ,MA,0.6922309230415022
1999,AZ,MD,0.7124348214455418
1999,AZ,ME,0.1456337331645065
1999,AZ,MI,2.4500141925775973
1999,AZ,MN,3.1683602078164683
1999,AZ,MO,4.280642321849241
1999,AZ,MS,0.9457966342486697
1999,AZ,MT,0.22507451499444361
1999,AZ,NC,1.1877423644514642
1999,AZ,ND,0.42924551921731546
1999,AZ,NE,3.4146681835915405
1999,AZ,NH,0.1202082307816313
1999,AZ,NJ,1.1446762010213254
1999,AZ,NM,10.498591277262078
1999,AZ,NV,1.934412635130136
1999,AZ,NY,2.4344972984038264
1999,AZ,OH,2.6273258607610117
1999,AZ,OK,7.146579384096779
1999,AZ,OR,0.033061759116369
1999,AZ,PA,2.490461288947651
1999,AZ,RI,0.1315722312959059
1999,AZ,SC,0.5668099727669593
1999,AZ,SD,1.072995899400587
1999,AZ,TN,1.7429248946167322
1999,AZ,TX,22.443357061473307
1999,AZ,UT,2.6314399175299306
1999,AZ,VA,0.8758629510868352
1999,AZ,VT,0.07417030226896279
1999,AZ,WA,0.0870822446124334
1999,AZ,WI,2.228072291050624
1999,AZ,WV,0.4221858648506998
1999,AZ,WY,0.728715888585
1999,CO,AL,2.5792769949866154
1999,CO,AR,4.059966233182339
1999,CO,AZ,1.2724429454382618
1999,CO,CA,1.4495433201963825
1999,CO,CO,98.16162009856328
1999,CO,CT,1.4454882727946847
1999,CO,DC,0.2443640077978635
1999,CO,DE,0.3093714761614395
1999,CO,FL,3.6005195804914485
