year,FacID,deaths_coef_1,deaths_coef_2,deaths_coef_3
1999,3,190.185167896349,209.6738506014558,229.1628284518195
1999,7,37.66908188564697,41.528955752552065,45.388858718596076
1999,8,401.2534720610731,442.3785034471853,483.50559539861246
1999,10,188.87422116441581,208.22934221385322,227.58490025465554
1999,26,394.3358700948655,434.75002293407215,475.16584999637615
1999,47,297.92706962035834,328.4631273085934,359.0009194146722
1999,50,200.88816326076523,221.4730126951137,242.0580637499309
1999,51,76.24854748609621,84.06247526586245,91.87662839597922
1999,56,64.22843428324659,70.80969489162702,77.3909872969892
1999,59,6.241378473637052,6.880897348057053,7.520416874510606
1999,60,5.673698056483041,6.255049727992391,6.83640195688461
1999,87,2.1826313416612826,2.4062729710871302,2.629914772330649
1999,108,5.201691729341701,5.734679120536261,6.267666935730388
1999,113,23.259854809121517,25.64318449437645,28.02652097094376
1999,126,4.348013579850347,4.7935518781711846,5.239094693314794
1999,127,22.93974512270423,25.29030872293601,27.640885355040506
1999,130,28.267800896882747,31.16428257531265,34.060774539174716
1999,136,78.33514241614299,86.36227079006697,94.3895129190594
1999,160,7.189905792165742,7.926618591933449,8.663332826350493
1999,165,66.43177507568872,73.23900480999818,80.04630472599568
1999,207,55.04385196078733,60.68423647881953,66.32469205201515
1999,298,132.66621818272702,146.26256413526954,159.8594421505622
1999,384,128.91051468486756,142.12002777935925,155.32969919999704
1999,465,11.13712301621608,12.278305312347216,13.41949324681168
1999,468,3.393562586270017,3.7412824018994066,4.089002680675134
1999,469,47.772345162457086,52.66767756017392,57.563083638151866
1999,470,28.26744134114233,31.16393710184199,34.060452617489354
1999,477,7.167907367839909,7.902379054142847,8.636854578566727
1999,492,14.46717047843649,15.949565332783164,17.431966427097215
1999,525,11.978812691925903,13.206221239896353,14.433632364072531
1999,527,2.3203520732860277,2.5581051309430523,2.7958583675709208
1999,564,19.62318078216708,21.633931907649032,23.64469891252718
1999,568,31.687536656808504,34.93455537752598,38.18161002154841
1999,593,20.27203365977422,22.3492504475346,24.426479717681993
1999,594,52.82652304468963,58.23943140775695,63.65235872701364
1999,602,214.965410092629,236.99600296112928,259.0274176156596
1999,628,241.48656512048717,266.2329266450867,290.9797957276111
1999,641,130.37600753968366,143.736128325839,157.09649073328703
1999,642,9.19030857440533,10.13198774980206,11.0736678953999
1999,643,139.70536861629031,154.0212921193977,168.3374350684026
1999,645,294.8448504222598,325.0724242965381,355.30309609730256
1999,646,169.22403444943743,186.56616059983818,203.90880518605638
1999,663,12.069296622174154,13.305984409900057,14.542676244630304
1999,676,20.112610632217347,22.173562124011074,24.234539073753567
1999,699,12.155505794257278,13.401015087586483,14.646526231845074
1999,703,589.6930387539817,650.1305442457453,710.5708979506954
1999,708,127.9757164721775,141.0898456862062,154.2042074564126
1999,709,264.9186985921713,292.06596507979555,319.2137316042668
1999,710,113.5060580179214,125.13833736579794,136.77099180128184
1999,727,12.606337849345001,13.898058043905754,15.189783237585871
1999,728,147.05521315956904,162.12385086971756,177.1926375833124
1999,733,16.930220747145793,18.66497058027896,20.399723211111777
1999,856,342.4078663139984,377.49803149297674,412.5892666048272
1999,861,224.7562592489159,247.78868296796873,270.8216724658012
1999,862,56.3107085727744,62.08065869910639,67.85063500747636
1999,863,53.79479408752748,59.306995688981765,64.8192312133358
1999,864,80.46135486068574,88.70602373578734,96.95074699668608
1999,867,45.77328581969788,50.46361105081305,55.15397724311598
1999,874,43.88248545054409,48.379221946600474,52.87602726564412
1999,876,95.59546840408967,105.39113149537711,115.18690389556704
1999,879,170.70834064374466,188.20065778718467,205.69314067681205
1999,883,98.58618357009912,108.68828012223722,118.79048475306298
1999,884,101.67535963469516,112.09397938842257,122.51270619303598
1999,886,27.895436640264663,30.75386723009636,33.61232721014316
1999,887,99.08560190981152,109.23846299767239,119.39135635855958
1999,889,1201.1479773652795,1324.2939147591867,1447.4532060393853
1999,891,40.38613929420504,44.52442331267243,48.66273831015062
1999,892,131.16854968145535,144.6096932214949,158.0510441012975
1999,897,53.2765221286625,58.73561236084263,64.19473516711507
1999,898,75.59742215880149,83.34422383879092,91.09117470986016
1999,963,159.45138571768584,175.79053472896584,192.12989825673085
1999,964,36.06560841308606,39.76111127026449,43.45662965059659
1999,976,77.53092479259016,85.47520997587253,93.41952710906017
1999,981,43.33069424481273,47.770704875771074,52.210749518914454
1999,983,262.38792348633876,289.27460983841837,316.1615605693509
1999,988,301.944270718245,332.8917456862592,363.8409166542683
1999,990,256.682710927301,282.9902481723947,309.29905978228516
1999,991,90.19006697090651,99.43174242116442,108.67350307273911
1999,994,238.720613095121,263.18334189741154,287.64653685601564
1999,995,20.47974371797674,22.578207863896314,24.67667791083633
1999,996,46.09963618886899,50.82331534639371,55.54701963140511
1999,997,51.7072085750224,57.005666305085754,62.304187346371464
1999,1001,423.4498465166407,466.8492186303847,510.2506533877761
1999,1004,59.05117412509017,65.10192955570393,71.152712429518
1999,1007,55.63662892114341,61.337555721922286,67.03851715192944
1999,1008,278.36483887742844,306.891350752006,335.41864216689186
1999,1010,303.30661552257965,334.38817662612905,365.4704093974862
1999,1012,56.601996421669696,62.40181814221631,68.20167071748894
1999,1040,108.35979385173718,119.4637602244019,130.56791436035076
1999,1043,87.11906863960465,96.04612976617989,104.97328573194154
1999,1046,29.150895589424454,32.13784574373833,35.12480306714672
1999,1047,31.985084548776758,35.26244265557463,38.53980907965462
1999,1048,19.36172191229867,21.345635878114543,23.329556969006973
1999,1058,8.2700217869244,9.117401872198865,9.964782368670557
