state_zip,state_facility,deaths_coef_2,deaths_coef_1,deaths_coef_3
Alabama,Alabama,4159.168241053801,3772.4037796896346,4545.975437074748
Alabama,Arizona,11.549618045506563,10.47618612276782,12.623050352000718
Alabama,Arkansas,129.42521881396334,117.39602843476943,141.4544736946526
Alabama,Colorado,24.01808918033961,21.785823951762858,26.250355688130327
Alabama,Connecticut,0.7276722417364235,0.6600417204608956,0.7953027885262623
Alabama,Delaware,7.881864132086326,7.149315539674876,8.614413197036663
Alabama,Florida,503.5889262830403,456.7816162371265,550.3969296201383
Alabama,Georgia,1817.9283469725317,1648.927190050982,1986.938022592979
Alabama,Illinois,412.1860939921645,373.87622508929854,450.4961654303991
Alabama,Indiana,1039.2814625938488,942.6852431711304,1135.8786311093056
Alabama,Iowa,87.92896932643208,79.7567207119101,96.10123128623462
Alabama,Kansas,69.92873761377504,63.42942580180278,76.42806647140993
Alabama,Kentucky,776.4980527088387,704.3245532478987,848.6726172214378
Alabama,Louisiana,200.45443844060307,181.82343721708136,219.08556617840947
Alabama,Maryland,76.50369435757521,69.39329176523047,83.6141159288841
Alabama,Massachusetts,5.8708323129220945,5.325191561283258,6.416473320912072
Alabama,Michigan,153.79277057033332,139.49900141023153,168.08657154140778
Alabama,Minnesota,35.9977810474166,32.65210248164989,39.34346333265874
Alabama,Mississippi,346.5840884449749,314.36737246204416,378.8018158836117
Alabama,Missouri,315.3650125171364,286.05423096676776,344.67590142301646
Alabama,Montana,6.703875885563168,6.080811804593672,7.326940149747397
Alabama,Nebraska,42.872714722971885,38.88807037121791,46.857363687955996
Alabama,Nevada,3.2327020380859035,2.932251678495253,3.533152528692144
Alabama,New Hampshire,3.3760030253964795,3.062233985668364,3.6897722331052774
Alabama,New Jersey,8.698459028089333,7.890014477043659,9.506904261643767
Alabama,New Mexico,9.025454042009073,8.186620036950455,9.86428838025853
Alabama,New York,23.449231722982766,21.26983737372486,25.62862717804146
Alabama,North Carolina,302.45440408943267,274.34334700447215,330.5656089116142
Alabama,North Dakota,50.763932793200844,46.04585987855279,55.48201296767246
Alabama,Ohio,606.1380952135684,549.8017273599716,662.4747591222036
Alabama,Oklahoma,82.12231710148828,74.48973669935586,89.75491214883064
Alabama,Oregon,1.7100302742634401,1.5510984811805446,1.8689621316195408
Alabama,Pennsylvania,255.49524323933738,231.74884415666497,279.2417411123303
Alabama,South Carolina,178.4911239625041,161.90173470588246,195.08057307568174
Alabama,South Dakota,6.443581906009866,5.8447062361722235,7.042458477131192
Alabama,Tennessee,732.3137730973937,664.2485298915173,800.3797252223053
Alabama,Texas,512.6117000003317,464.9680883082284,560.2555372965295
Alabama,Utah,5.2904222085787715,4.798725897434628,5.78211863349046
Alabama,Virginia,83.51161597379206,75.74989336495518,91.27335727360675
Alabama,Washington,1.9794690040647664,1.7954949071560247,2.1634432613323864
Alabama,West Virginia,213.87356652101485,193.99558751476638,233.75162984223698
Alabama,Wisconsin,84.76667274605909,76.88834423595506,92.6450117488859
Alabama,Wyoming,25.85629732227161,23.453188851031495,28.259406830339106
Arizona,Alabama,0.6136995340782871,0.5566618282507004,0.6707372433736186
Arizona,Arizona,175.3425650103129,159.04546075978462,191.63979970679122
Arizona,Arkansas,0.616521553719788,0.5592215648214599,0.6738215466013653
Arizona,Colorado,9.226448424848936,8.368934871730096,10.08396210241531
Arizona,Connecticut,3.2658082116388013e-06,2.9622822994568344e-06,3.569334584119232e-06
Arizona,Delaware,0.00047684487705528964,0.0004325265631517075,0.0005211631932643891
Arizona,Florida,0.6050342498134093,0.5488018980329653,0.6612666058383374
Arizona,Georgia,0.22722425320353262,0.20610586070598702,0.24834264614925747
Arizona,Illinois,0.4888816716824529,0.443444643204211,0.5343187009865882
Arizona,Indiana,0.5666090787157809,0.5139480069677996,0.619270151415399
Arizona,Iowa,0.8974280051470149,0.8140203573467625,0.9808356580047569
Arizona,Kansas,1.3784769846658254,1.2503602486051026,1.506593733970442
Arizona,Kentucky,0.29044720080704783,0.2634528212762455,0.3174415806970918
Arizona,Louisiana,1.0007652068686614,0.9077533121213226,1.0937771089327326
Arizona,Maryland,0.00443430709361368,0.004022179301450783,0.00484643488754154
Arizona,Massachusetts,0.0002776547312963064,0.0002518492955406886,0.0003034601685229894
Arizona,Michigan,0.1449427473195882,0.13147166030498106,0.15841383451091978
Arizona,Minnesota,0.3362460519763657,0.30499509154026033,0.36749701312703453
Arizona,Mississippi,0.3648811437168948,0.3309688065063772,0.3987934837328499
Arizona,Missouri,1.215546006052666,1.102572232567161,1.3285197852378852
Arizona,Montana,1.3609451890069573,1.2344578879301582,1.4874324998861976
Arizona,Nebraska,2.7958913653719213,2.536038741780537,3.0557440731166863
Arizona,Nevada,86.15880324199125,78.14478063077865,94.17413107015152
Arizona,New Hampshire,0.00012629038024210133,0.00011455285737269604,0.0001380279021452299
Arizona,New Jersey,0.0003670897453889046,0.00033297214901528704,0.00040120733449588986
Arizona,New Mexico,30.11177606979951,27.313147013321714,32.91040887656596
Arizona,New York,0.00427463857263525,0.003877350491156461,0.004671926649371608
Arizona,North Carolina,0.03365401629445489,0.030526187009629512,0.03678184559774156
Arizona,North Dakota,3.621534651816911,3.2849461482054476,3.9581232358688134
Arizona,Ohio,0.23711405156217344,0.2150764946181305,0.2591516087878079
Arizona,Oklahoma,1.7086527837786993,1.549849265915397,1.8674563146640801
Arizona,Oregon,2.167007735728891,1.96560395186578,2.368411618142442
Arizona,Pennsylvania,0.077898023999581,0.07065812330359345,0.08513792483796935
