,state_zip,FacID,FacID.1,Facility.Latitude,Facility.Longitude,state_facility,deaths_coef_2,deaths_coef_1,deaths_coef_3,deaths_coef_2_all,deaths_coef_1_all,deaths_coef_3_all
12971,Oregon,3178,3178,40.9289,-79.4658,Pennsylvania,0.0002496871769299,0.0002264810658744,0.0002728932886166,1349.4865223229633,1224.05776890366,1474.9166032031435
12972,Pennsylvania,3178,3178,40.9289,-79.4658,Pennsylvania,390.763178119777,354.4416161588511,427.0855072067021,1349.4865223229633,1224.05776890366,1474.9166032031435
12973,Rhode Island,3178,3178,40.9289,-79.4658,Pennsylvania,8.671293671189757,7.865360104554009,9.477230745107995,1349.4865223229633,1224.05776890366,1474.9166032031435
12974,South Carolina,3178,3178,40.9289,-79.4658,Pennsylvania,12.421716290649494,11.267220692108577,13.576214367209069,1349.4865223229633,1224.05776890366,1474.9166032031435
12975,South Dakota,3178,3178,40.9289,-79.4658,Pennsylvania,0.0855118950088632,0.0775643520932826,0.0934594387644436,1349.4865223229633,1224.05776890366,1474.9166032031435
12976,Tennessee,3178,3178,40.9289,-79.4658,Pennsylvania,16.05665501417853,14.564322210074968,17.548990974634542,1349.4865223229633,1224.05776890366,1474.9166032031435
12977,Texas,3178,3178,40.9289,-79.4658,Pennsylvania,4.224635395166898,3.831994121944279,4.617276777523267,1349.4865223229633,1224.05776890366,1474.9166032031435
12978,Utah,3178,3178,40.9289,-79.4658,Pennsylvania,0.0001298944292375,0.000117821944592,0.0001419669137074,1349.4865223229633,1224.05776890366,1474.9166032031435
12979,Vermont,3178,3178,40.9289,-79.4658,Pennsylvania,4.380490244035431,3.973355406055674,4.787626892032631,1349.4865223229633,1224.05776890366,1474.9166032031435
12980,Virginia,3178,3178,40.9289,-79.4658,Pennsylvania,66.63984154386196,60.446047718161005,72.8336840676922,1349.4865223229633,1224.05776890366,1474.9166032031435
12981,Washington,3178,3178,40.9289,-79.4658,Pennsylvania,0.0003933767808113,0.0003568160504879,0.0004299375104365,1349.4865223229633,1224.05776890366,1474.9166032031435
12982,West Virginia,3178,3178,40.9289,-79.4658,Pennsylvania,27.21544980996565,24.685903747543204,29.74502087737009,1349.4865223229633,1224.05776890366,1474.9166032031435
12983,Wisconsin,3178,3178,40.9289,-79.4658,Pennsylvania,4.526114209893501,4.105452397384355,4.946776310871043,1349.4865223229633,1224.05776890366,1474.9166032031435
12984,Wyoming,3178,3178,40.9289,-79.4658,Pennsylvania,0.0014504674203489,0.0013156598977942,0.0015852749446483,1349.4865223229633,1224.05776890366,1474.9166032031435
12985,Alabama,3179,3179,39.8562,-79.9274,Pennsylvania,49.73653686438456,45.1138589359748,54.359240896677335,6659.425673976514,6040.344614998894,7278.537303624678
