,state_zip,FacID,FacID.1,lat,lon,state_facility,deaths_coef_2,deaths_coef_1_x,deaths_coef_3_x,deaths_coef_2_all,deaths_coef_1_all,deaths_coef_3_all
2876,Oklahoma,864,864,39.8194,-90.5647,Illinois,7.820863496,7.124389257,8.517338653,705.6414776,642.8009583,768.4822301
2877,Oregon,864,864,39.8194,-90.5647,Illinois,0.000374112,0.000340796,0.000407428,705.6414776,642.8009583,768.4822301
2878,Pennsylvania,864,864,39.8194,-90.5647,Illinois,37.89470477,34.5200526,41.26936161,705.6414776,642.8009583,768.4822301
2879,Rhode Island,864,864,39.8194,-90.5647,Illinois,1.724054297,1.570521902,1.877586806,705.6414776,642.8009583,768.4822301
2880,South Carolina,864,864,39.8194,-90.5647,Illinois,7.324937348,6.672627777,7.977247629,705.6414776,642.8009583,768.4822301
2881,South Dakota,864,864,39.8194,-90.5647,Illinois,0.716424732,0.652624913,0.780224594,705.6414776,642.8009583,768.4822301
2882,Tennessee,864,864,39.8194,-90.5647,Illinois,24.10557431,21.95887917,26.25227474,705.6414776,642.8009583,768.4822301
2883,Texas,864,864,39.8194,-90.5647,Illinois,22.11031024,20.14131577,24.0793067,705.6414776,642.8009583,768.4822301
2884,Utah,864,864,39.8194,-90.5647,Illinois,0.000855459,0.000779278,0.00093164,705.6414776,642.8009583,768.4822301
2885,Vermont,864,864,39.8194,-90.5647,Illinois,1.031800692,0.939915575,1.123685889,705.6414776,642.8009583,768.4822301
2886,Virginia,864,864,39.8194,-90.5647,Illinois,14.74250122,13.42963105,16.05537326,705.6414776,642.8009583,768.4822301
2887,Washington,864,864,39.8194,-90.5647,Illinois,0.001797708,0.001637617,0.001957799,705.6414776,642.8009583,768.4822301
2888,West Virginia,864,864,39.8194,-90.5647,Illinois,7.366683268,6.710652942,8.022714923,705.6414776,642.8009583,768.4822301
2889,Wisconsin,864,864,39.8194,-90.5647,Illinois,32.37219466,29.48931161,35.25508738,705.6414776,642.8009583,768.4822301
2890,Wyoming,864,864,39.8194,-90.5647,Illinois,0.007941068,0.007233894,0.008648242,705.6414776,642.8009583,768.4822301
2891,Alabama,867,867,41.8278,-87.7236,Illinois,5.946946769,5.417352446,6.476541532,536.0192172,488.2841122,583.7545394
2892,Arizona,867,867,41.8278,-87.7236,Illinois,0.004829824,0.004399715,0.005259933,536.0192172,488.2841122,583.7545394
2893,Arkansas,867,867,41.8278,-87.7236,Illinois,3.349438407,3.051160466,3.64771658,536.0192172,488.2841122,583.7545394
2894,California,867,867,41.8278,-87.7236,Illinois,0.002328564,0.002121199,0.002535929,536.0192172,488.2841122,583.7545394
2895,Colorado,867,867,41.8278,-87.7236,Illinois,0.044153576,0.040221577,0.048085575,536.0192172,488.2841122,583.7545394
2896,Connecticut,867,867,41.8278,-87.7236,Illinois,4.709202785,4.289833675,5.128572203,536.0192172,488.2841122,583.7545394
2897,DC,867,867,41.8278,-87.7236,Illinois,0.819243332,0.746287101,0.89219963,536.0192172,488.2841122,583.7545394
2898,Delaware,867,867,41.8278,-87.7236,Illinois,1.193624712,1.087328687,1.299920824,536.0192172,488.2841122,583.7545394
2899,Florida,867,867,41.8278,-87.7236,Illinois,4.86253701,4.429514247,5.295559847,536.0192172,488.2841122,583.7545394
2900,Georgia,867,867,41.8278,-87.7236,Illinois,7.205431923,6.563765948,7.847098352,536.0192172,488.2841122,583.7545394
2901,Idaho,867,867,41.8278,-87.7236,Illinois,0.00050845,0.000463171,0.000553729,536.0192172,488.2841122,583.7545394
2902,Illinois,867,867,41.8278,-87.7236,Illinois,159.6289469,145.4127967,173.845244,536.0192172,488.2841122,583.7545394
2903,Indiana,867,867,41.8278,-87.7236,Illinois,36.25927726,33.0302258,39.48834093,536.0192172,488.2841122,583.7545394
2904,Iowa,867,867,41.8278,-87.7236,Illinois,7.144091957,6.507883501,7.780301838,536.0192172,488.2841122,583.7545394
2905,Kansas,867,867,41.8278,-87.7236,Illinois,1.885511128,1.717600699,2.053421644,536.0192172,488.2841122,583.7545394
2906,Kentucky,867,867,41.8278,-87.7236,Illinois,10.60504987,9.660633751,11.54946738,536.0192172,488.2841122,583.7545394
2907,Louisiana,867,867,41.8278,-87.7236,Illinois,2.601984899,2.370270425,2.833699474,536.0192172,488.2841122,583.7545394
2908,Maine,867,867,41.8278,-87.7236,Illinois,1.434745364,1.306976965,1.562513833,536.0192172,488.2841122,583.7545394
2909,Maryland,867,867,41.8278,-87.7236,Illinois,8.317516007,7.576814393,9.058218362,536.0192172,488.2841122,583.7545394
2910,Massachusetts,867,867,41.8278,-87.7236,Illinois,7.375755909,6.718922306,8.032589928,536.0192172,488.2841122,583.7545394
2911,Michigan,867,867,41.8278,-87.7236,Illinois,41.09730609,37.43743147,44.75718965,536.0192172,488.2841122,583.7545394
2912,Minnesota,867,867,41.8278,-87.7236,Illinois,4.249298398,3.870885436,4.627711591,536.0192172,488.2841122,583.7545394
2913,Mississippi,867,867,41.8278,-87.7236,Illinois,2.982986925,2.71734267,3.248631378,536.0192172,488.2841122,583.7545394
2914,Missouri,867,867,41.8278,-87.7236,Illinois,13.40402567,12.21035003,14.59770327,536.0192172,488.2841122,583.7545394
2915,Montana,867,867,41.8278,-87.7236,Illinois,0.00423185,0.003854992,0.004608708,536.0192172,488.2841122,583.7545394
2916,Nebraska,867,867,41.8278,-87.7236,Illinois,0.906278049,0.825571323,0.986984806,536.0192172,488.2841122,583.7545394
2917,Nevada,867,867,41.8278,-87.7236,Illinois,7.01E-05,6.39E-05,7.64E-05,536.0192172,488.2841122,583.7545394
2918,New Hampshire,867,867,41.8278,-87.7236,Illinois,1.443552618,1.314999818,1.572105504,536.0192172,488.2841122,583.7545394
2919,New Jersey,867,867,41.8278,-87.7236,Illinois,12.01059312,10.94101228,13.0801748,536.0192172,488.2841122,583.7545394
2920,New Mexico,867,867,41.8278,-87.7236,Illinois,0.022106631,0.020137974,0.024075288,536.0192172,488.2841122,583.7545394
2921,New York,867,867,41.8278,-87.7236,Illinois,27.22371044,24.79935282,29.64807018,536.0192172,488.2841122,583.7545394
2922,North Carolina,867,867,41.8278,-87.7236,Illinois,12.15828429,11.07555048,13.24101907,536.0192172,488.2841122,583.7545394
2923,North Dakota,867,867,41.8278,-87.7236,Illinois,0.121950073,0.111090071,0.132810076,536.0192172,488.2841122,583.7545394
2924,Ohio,867,867,41.8278,-87.7236,Illinois,37.01074806,33.71480964,40.30669212,536.0192172,488.2841122,583.7545394
2925,Oklahoma,867,867,41.8278,-87.7236,Illinois,2.424670366,2.208746245,2.640594586,536.0192172,488.2841122,583.7545394
2926,Oregon,867,867,41.8278,-87.7236,Illinois,5.93E-05,5.40E-05,6.45E-05,536.0192172,488.2841122,583.7545394
2927,Pennsylvania,867,867,41.8278,-87.7236,Illinois,30.91500295,28.16192,33.66808911,536.0192172,488.2841122,583.7545394
2928,Rhode Island,867,867,41.8278,-87.7236,Illinois,1.295296838,1.179946715,1.41064703,536.0192172,488.2841122,583.7545394
2929,South Carolina,867,867,41.8278,-87.7236,Illinois,4.803333063,4.375581328,5.231085117,536.0192172,488.2841122,583.7545394
2930,South Dakota,867,867,41.8278,-87.7236,Illinois,0.298420065,0.271844891,0.324995247,536.0192172,488.2841122,583.7545394
2931,Tennessee,867,867,41.8278,-87.7236,Illinois,12.06892766,10.99414965,13.14370696,536.0192172,488.2841122,583.7545394
2932,Texas,867,867,41.8278,-87.7236,Illinois,7.138466479,6.50276501,7.774168197,536.0192172,488.2841122,583.7545394
2933,Utah,867,867,41.8278,-87.7236,Illinois,0.001089607,0.000992574,0.001186639,536.0192172,488.2841122,583.7545394
2934,Vermont,867,867,41.8278,-87.7236,Illinois,0.82129603,0.748157068,0.894435046,536.0192172,488.2841122,583.7545394
2935,Virginia,867,867,41.8278,-87.7236,Illinois,10.9907948,10.01202888,11.96956174,536.0192172,488.2841122,583.7545394
2936,Washington,867,867,41.8278,-87.7236,Illinois,0.000404264,0.000368263,0.000440264,536.0192172,488.2841122,583.7545394
2937,West Virginia,867,867,41.8278,-87.7236,Illinois,5.311863819,4.838824329,5.784903957,536.0192172,488.2841122,583.7545394
2938,Wisconsin,867,867,41.8278,-87.7236,Illinois,43.91862713,40.00742812,47.82985034,536.0192172,488.2841122,583.7545394
2939,Wyoming,867,867,41.8278,-87.7236,Illinois,0.004697919,0.004279556,0.005116282,536.0192172,488.2841122,583.7545394
2940,Alabama,874,874,41.4931,-88.1153,Illinois,4.143021835,3.774072416,4.511971618,337.985485,307.8863143,368.0847784
2941,Arizona,874,874,41.4931,-88.1153,Illinois,0.007109982,0.006476818,0.007743146,337.985485,307.8863143,368.0847784
2942,Arkansas,874,874,41.4931,-88.1153,Illinois,2.391282932,2.178331554,2.604234509,337.985485,307.8863143,368.0847784
2943,California,874,874,41.4931,-88.1153,Illinois,0.008135963,0.007411433,0.008860493,337.985485,307.8863143,368.0847784
2944,Colorado,874,874,41.4931,-88.1153,Illinois,0.040401552,0.036803681,0.043999423,337.985485,307.8863143,368.0847784
2945,Connecticut,874,874,41.4931,-88.1153,Illinois,3.082601018,2.808085652,3.35711662,337.985485,307.8863143,368.0847784
2946,DC,874,874,41.4931,-88.1153,Illinois,0.525162359,0.478394954,0.571929811,337.985485,307.8863143,368.0847784
2947,Delaware,874,874,41.4931,-88.1153,Illinois,0.769991811,0.701421592,0.838562091,337.985485,307.8863143,368.0847784
2948,Florida,874,874,41.4931,-88.1153,Illinois,3.502327125,3.190434883,3.81421943,337.985485,307.8863143,368.0847784
2949,Georgia,874,874,41.4931,-88.1153,Illinois,5.022121506,4.574885887,5.469357477,337.985485,307.8863143,368.0847784
2950,Idaho,874,874,41.4931,-88.1153,Illinois,0.001360792,0.00123961,0.001481975,337.985485,307.8863143,368.0847784
2951,Illinois,874,874,41.4931,-88.1153,Illinois,91.57198393,83.41685393,99.72719046,337.985485,307.8863143,368.0847784
2952,Indiana,874,874,41.4931,-88.1153,Illinois,23.89879085,21.7704935,26.02709679,337.985485,307.8863143,368.0847784
2953,Iowa,874,874,41.4931,-88.1153,Illinois,5.600330049,5.101596942,6.099064762,337.985485,307.8863143,368.0847784
2954,Kansas,874,874,41.4931,-88.1153,Illinois,1.337352864,1.218257457,1.456448356,337.985485,307.8863143,368.0847784
2955,Kentucky,874,874,41.4931,-88.1153,Illinois,7.438308194,6.775900295,8.100717259,337.985485,307.8863143,368.0847784
2956,Louisiana,874,874,41.4931,-88.1153,Illinois,1.796258646,1.636296426,1.956220946,337.985485,307.8863143,368.0847784
2957,Maine,874,874,41.4931,-88.1153,Illinois,0.928515693,0.845828548,1.011202886,337.985485,307.8863143,368.0847784
2958,Maryland,874,874,41.4931,-88.1153,Illinois,5.383245803,4.903850121,5.862642021,337.985485,307.8863143,368.0847784
2959,Massachusetts,874,874,41.4931,-88.1153,Illinois,4.82735183,4.397461157,5.257242823,337.985485,307.8863143,368.0847784
2960,Michigan,874,874,41.4931,-88.1153,Illinois,25.90576849,23.59875786,28.21278503,337.985485,307.8863143,368.0847784
2961,Minnesota,874,874,41.4931,-88.1153,Illinois,2.988219026,2.722108876,3.254329367,337.985485,307.8863143,368.0847784
2962,Mississippi,874,874,41.4931,-88.1153,Illinois,2.159658827,1.967334325,2.351983505,337.985485,307.8863143,368.0847784
2963,Missouri,874,874,41.4931,-88.1153,Illinois,9.758837151,8.889776789,10.62789926,337.985485,307.8863143,368.0847784
2964,Montana,874,874,41.4931,-88.1153,Illinois,0.004673225,0.004257061,0.005089389,337.985485,307.8863143,368.0847784
2965,Nebraska,874,874,41.4931,-88.1153,Illinois,0.646678471,0.589089815,0.704267156,337.985485,307.8863143,368.0847784
2966,Nevada,874,874,41.4931,-88.1153,Illinois,0.000740656,0.000674699,0.000806614,337.985485,307.8863143,368.0847784
2967,New Hampshire,874,874,41.4931,-88.1153,Illinois,0.924946027,0.842576712,1.007315402,337.985485,307.8863143,368.0847784
2968,New Jersey,874,874,41.4931,-88.1153,Illinois,7.743980059,7.05435403,8.433606709,337.985485,307.8863143,368.0847784
2969,New Mexico,874,874,41.4931,-88.1153,Illinois,0.017422675,0.015871137,0.018974213,337.985485,307.8863143,368.0847784
2970,New York,874,874,41.4931,-88.1153,Illinois,17.571202,16.00642986,19.1359757,337.985485,307.8863143,368.0847784
2971,North Carolina,874,874,41.4931,-88.1153,Illinois,8.219752875,7.487757371,8.951749115,337.985485,307.8863143,368.0847784
2972,North Dakota,874,874,41.4931,-88.1153,Illinois,0.081718133,0.0744409,0.088995368,337.985485,307.8863143,368.0847784
2973,Ohio,874,874,41.4931,-88.1153,Illinois,24.38768001,22.21586843,26.55949574,337.985485,307.8863143,368.0847784
2974,Oklahoma,874,874,41.4931,-88.1153,Illinois,1.723337619,1.569869113,1.876806227,337.985485,307.8863143,368.0847784
2975,Oregon,874,874,41.4931,-88.1153,Illinois,0.000263583,0.00024011,0.000287056,337.985485,307.8863143,368.0847784
2976,Pennsylvania,874,874,41.4931,-88.1153,Illinois,19.79978696,18.03654923,21.56302701,337.985485,307.8863143,368.0847784
2977,Rhode Island,874,874,41.4931,-88.1153,Illinois,0.871026306,0.793458712,0.948593957,337.985485,307.8863143,368.0847784
2978,South Carolina,874,874,41.4931,-88.1153,Illinois,3.281745219,2.989495502,3.573995174,337.985485,307.8863143,368.0847784
2979,South Dakota,874,874,41.4931,-88.1153,Illinois,0.213345018,0.194346017,0.232344025,337.985485,307.8863143,368.0847784
2980,Tennessee,874,874,41.4931,-88.1153,Illinois,8.343585291,7.600560521,9.086611118,337.985485,307.8863143,368.0847784
2981,Texas,874,874,41.4931,-88.1153,Illinois,5.11657136,4.660925324,5.572217629,337.985485,307.8863143,368.0847784
2982,Utah,874,874,41.4931,-88.1153,Illinois,0.000989026,0.00090095,0.001077101,337.985485,307.8863143,368.0847784
2983,Vermont,874,874,41.4931,-88.1153,Illinois,0.520003766,0.473695804,0.566311765,337.985485,307.8863143,368.0847784
2984,Virginia,874,874,41.4931,-88.1153,Illinois,7.098417678,6.466280221,7.730555862,337.985485,307.8863143,368.0847784
2985,Washington,874,874,41.4931,-88.1153,Illinois,0.000859872,0.000783298,0.000936446,337.985485,307.8863143,368.0847784
2986,West Virginia,874,874,41.4931,-88.1153,Illinois,3.474184471,3.164796264,3.78357316,337.985485,307.8863143,368.0847784
2987,Wisconsin,874,874,41.4931,-88.1153,Illinois,24.84953334,22.63655205,27.06252666,337.985485,307.8863143,368.0847784
2988,Wyoming,874,874,41.4931,-88.1153,Illinois,0.00490309,0.004466456,0.005339724,337.985485,307.8863143,368.0847784
2989,Alabama,876,876,39.5906,-89.4964,Illinois,20.44760739,18.62667009,22.26854885,1169.845075,1065.663749,1274.027064
2990,Arizona,876,876,39.5906,-89.4964,Illinois,0.034507568,0.031434573,0.037580563,1169.845075,1065.663749,1274.027064
2991,Arkansas,876,876,39.5906,-89.4964,Illinois,16.02673094,14.59948434,17.45398182,1169.845075,1065.663749,1274.027064
2992,California,876,876,39.5906,-89.4964,Illinois,0.014967584,0.01363468,0.016300489,1169.845075,1065.663749,1274.027064
2993,Colorado,876,876,39.5906,-89.4964,Illinois,0.163687729,0.149110876,0.178264585,1169.845075,1065.663749,1274.027064
2994,Connecticut,876,876,39.5906,-89.4964,Illinois,9.953012532,9.066663162,10.83936309,1169.845075,1065.663749,1274.027064
2995,DC,876,876,39.5906,-89.4964,Illinois,1.850394598,1.685610341,2.015179148,1169.845075,1065.663749,1274.027064
2996,Delaware,876,876,39.5906,-89.4964,Illinois,2.641596015,2.406352746,2.876839644,1169.845075,1065.663749,1274.027064
2997,Florida,876,876,39.5906,-89.4964,Illinois,15.55277061,14.16775015,16.93779169,1169.845075,1065.663749,1274.027064
2998,Georgia,876,876,39.5906,-89.4964,Illinois,21.75385807,19.81659978,23.69111968,1169.845075,1065.663749,1274.027064
2999,Idaho,876,876,39.5906,-89.4964,Illinois,0.002890594,0.002633179,0.00314801,1169.845075,1065.663749,1274.027064
3000,Illinois,876,876,39.5906,-89.4964,Illinois,240.3612978,218.9549758,261.7679098,1169.845075,1065.663749,1274.027064
3001,Indiana,876,876,39.5906,-89.4964,Illinois,75.97223851,69.20649388,82.73802351,1169.845075,1065.663749,1274.027064
3002,Iowa,876,876,39.5906,-89.4964,Illinois,22.04630395,20.0829651,24.00965346,1169.845075,1065.663749,1274.027064
3003,Kansas,876,876,39.5906,-89.4964,Illinois,7.614532353,6.936430474,8.292635541,1169.845075,1065.663749,1274.027064
3004,Kentucky,876,876,39.5906,-89.4964,Illinois,32.29557454,29.41950662,35.17165373,1169.845075,1065.663749,1274.027064
3005,Louisiana,876,876,39.5906,-89.4964,Illinois,11.44683157,10.42745201,12.46621261,1169.845075,1065.663749,1274.027064
3006,Maine,876,876,39.5906,-89.4964,Illinois,2.962703439,2.698865209,3.226541921,1169.845075,1065.663749,1274.027064
3007,Maryland,876,876,39.5906,-89.4964,Illinois,18.5197349,16.87048537,20.16898752,1169.845075,1065.663749,1274.027064
3008,Massachusetts,876,876,39.5906,-89.4964,Illinois,15.55214431,14.16717461,16.93711562,1169.845075,1065.663749,1274.027064
3009,Michigan,876,876,39.5906,-89.4964,Illinois,70.41017899,64.13984566,76.68053423,1169.845075,1065.663749,1274.027064
3010,Minnesota,876,876,39.5906,-89.4964,Illinois,10.68342892,9.732033804,11.63482525,1169.845075,1065.663749,1274.027064
3011,Mississippi,876,876,39.5906,-89.4964,Illinois,12.80854,11.66788862,13.9491944,1169.845075,1065.663749,1274.027064
3012,Missouri,876,876,39.5906,-89.4964,Illinois,117.0924696,106.6642158,127.5208887,1169.845075,1065.663749,1274.027064
3013,Montana,876,876,39.5906,-89.4964,Illinois,0.013579788,0.01237047,0.014789106,1169.845075,1065.663749,1274.027064
3014,Nebraska,876,876,39.5906,-89.4964,Illinois,2.98223061,2.716653205,3.247808311,1169.845075,1065.663749,1274.027064
3015,Nevada,876,876,39.5906,-89.4964,Illinois,0.001197117,0.001090511,0.001303724,1169.845075,1065.663749,1274.027064
3016,New Hampshire,876,876,39.5906,-89.4964,Illinois,3.009908261,2.741865945,3.2779509,1169.845075,1065.663749,1274.027064
3017,New Jersey,876,876,39.5906,-89.4964,Illinois,25.08303587,22.8493061,27.31676877,1169.845075,1065.663749,1274.027064
3018,New Mexico,876,876,39.5906,-89.4964,Illinois,0.107125597,0.097585759,0.116665436,1169.845075,1065.663749,1274.027064
3019,New York,876,876,39.5906,-89.4964,Illinois,55.38883061,50.45626333,60.32140544,1169.845075,1065.663749,1274.027064
3020,North Carolina,876,876,39.5906,-89.4964,Illinois,31.62234039,28.80625445,34.43843201,1169.845075,1065.663749,1274.027064
3021,North Dakota,876,876,39.5906,-89.4964,Illinois,0.302334591,0.275410809,0.329258382,1169.845075,1065.663749,1274.027064
3022,Ohio,876,876,39.5906,-89.4964,Illinois,77.8153026,70.88552574,84.74510073,1169.845075,1065.663749,1274.027064
3023,Oklahoma,876,876,39.5906,-89.4964,Illinois,10.12292033,9.221438511,11.02440366,1169.845075,1065.663749,1274.027064
3024,Oregon,876,876,39.5906,-89.4964,Illinois,0.000960913,0.000875341,0.001046485,1169.845075,1065.663749,1274.027064
3025,Pennsylvania,876,876,39.5906,-89.4964,Illinois,62.97863199,57.37015327,68.5871219,1169.845075,1065.663749,1274.027064
3026,Rhode Island,876,876,39.5906,-89.4964,Illinois,2.767204775,2.520776121,3.013633704,1169.845075,1065.663749,1274.027064
3027,South Carolina,876,876,39.5906,-89.4964,Illinois,13.31915451,12.13303651,14.50527456,1169.845075,1065.663749,1274.027064
3028,South Dakota,876,876,39.5906,-89.4964,Illinois,0.867924302,0.79063294,0.945215722,1169.845075,1065.663749,1274.027064
3029,Tennessee,876,876,39.5906,-89.4964,Illinois,41.06318763,37.40633036,44.72005796,1169.845075,1065.663749,1274.027064
3030,Texas,876,876,39.5906,-89.4964,Illinois,30.7630889,28.02353158,33.50264997,1169.845075,1065.663749,1274.027064
3031,Utah,876,876,39.5906,-89.4964,Illinois,0.00935445,0.00852141,0.01018749,1169.845075,1065.663749,1274.027064
3032,Vermont,876,876,39.5906,-89.4964,Illinois,1.654418497,1.50708699,1.80175019,1169.845075,1065.663749,1274.027064
3033,Virginia,876,876,39.5906,-89.4964,Illinois,25.71321281,23.4233551,28.00307538,1169.845075,1065.663749,1274.027064
3034,Washington,876,876,39.5906,-89.4964,Illinois,0.003944341,0.003593087,0.004295596,1169.845075,1065.663749,1274.027064
3035,West Virginia,876,876,39.5906,-89.4964,Illinois,12.31255046,11.21606809,13.40903589,1169.845075,1065.663749,1274.027064
3036,Wisconsin,876,876,39.5906,-89.4964,Illinois,45.72169934,41.64996372,49.79345291,1169.845075,1065.663749,1274.027064
3037,Wyoming,876,876,39.5906,-89.4964,Illinois,0.012934205,0.011782378,0.014086032,1169.845075,1065.663749,1274.027064
3038,Alabama,879,879,40.5408,-89.6786,Illinois,24.61477786,22.42274969,26.80680877,1575.838786,1435.503337,1716.174752
3039,Arizona,879,879,40.5408,-89.6786,Illinois,0.05442986,0.04958273,0.05927699,1575.838786,1435.503337,1716.174752
3040,Arkansas,879,879,40.5408,-89.6786,Illinois,18.0244029,16.41926707,19.62954126,1575.838786,1435.503337,1716.174752
3041,California,879,879,40.5408,-89.6786,Illinois,0.080987433,0.073775277,0.088199588,1575.838786,1435.503337,1716.174752
3042,Colorado,879,879,40.5408,-89.6786,Illinois,0.241411667,0.219913283,0.262910052,1575.838786,1435.503337,1716.174752
3043,Connecticut,879,879,40.5408,-89.6786,Illinois,13.44995226,12.25219164,14.64771388,1575.838786,1435.503337,1716.174752
3044,DC,879,879,40.5408,-89.6786,Illinois,2.571951933,2.342911113,2.800993023,1575.838786,1435.503337,1716.174752
3045,Delaware,879,879,40.5408,-89.6786,Illinois,3.677169334,3.349705585,4.004633405,1575.838786,1435.503337,1716.174752
3046,Florida,879,879,40.5408,-89.6786,Illinois,20.03994081,18.25532625,21.82455585,1575.838786,1435.503337,1716.174752
3047,Georgia,879,879,40.5408,-89.6786,Illinois,27.36982881,24.93245755,29.80720246,1575.838786,1435.503337,1716.174752
3048,Idaho,879,879,40.5408,-89.6786,Illinois,0.006541262,0.005958745,0.00712378,1575.838786,1435.503337,1716.174752
3049,Illinois,879,879,40.5408,-89.6786,Illinois,335.3862412,305.5179004,365.2548299,1575.838786,1435.503337,1716.174752
3050,Indiana,879,879,40.5408,-89.6786,Illinois,102.9671817,93.79749666,112.1369005,1575.838786,1435.503337,1716.174752
3051,Iowa,879,879,40.5408,-89.6786,Illinois,58.06032782,52.88962594,63.23108231,1575.838786,1435.503337,1716.174752
3052,Kansas,879,879,40.5408,-89.6786,Illinois,10.15887677,9.254195065,11.06355957,1575.838786,1435.503337,1716.174752
3053,Kentucky,879,879,40.5408,-89.6786,Illinois,39.89473812,36.34196165,43.44752235,1575.838786,1435.503337,1716.174752
3054,Louisiana,879,879,40.5408,-89.6786,Illinois,13.4925356,12.29098321,14.69408893,1575.838786,1435.503337,1716.174752
3055,Maine,879,879,40.5408,-89.6786,Illinois,4.092070771,3.727659456,4.456482299,1575.838786,1435.503337,1716.174752
3056,Maryland,879,879,40.5408,-89.6786,Illinois,25.86575085,23.5623196,28.16918494,1575.838786,1435.503337,1716.174752
3057,Massachusetts,879,879,40.5408,-89.6786,Illinois,21.04073308,19.1669906,22.91447693,1575.838786,1435.503337,1716.174752
3058,Michigan,879,879,40.5408,-89.6786,Illinois,102.1571913,93.05970449,111.2546988,1575.838786,1435.503337,1716.174752
3059,Minnesota,879,879,40.5408,-89.6786,Illinois,19.78848659,18.02625707,21.55071808,1575.838786,1435.503337,1716.174752
3060,Mississippi,879,879,40.5408,-89.6786,Illinois,14.95425723,13.62252937,16.28598702,1575.838786,1435.503337,1716.174752
3061,Missouri,879,879,40.5408,-89.6786,Illinois,94.49599119,86.08065327,102.9113699,1575.838786,1435.503337,1716.174752
3062,Montana,879,879,40.5408,-89.6786,Illinois,0.024894043,0.022677159,0.027110927,1575.838786,1435.503337,1716.174752
3063,Nebraska,879,879,40.5408,-89.6786,Illinois,4.743924468,4.321462991,5.166386312,1575.838786,1435.503337,1716.174752
3064,Nevada,879,879,40.5408,-89.6786,Illinois,0.002508774,0.002285361,0.002732188,1575.838786,1435.503337,1716.174752
3065,New Hampshire,879,879,40.5408,-89.6786,Illinois,4.107767541,3.741958098,4.473577252,1575.838786,1435.503337,1716.174752
3066,New Jersey,879,879,40.5408,-89.6786,Illinois,34.82710371,31.72563934,37.92857089,1575.838786,1435.503337,1716.174752
3067,New Mexico,879,879,40.5408,-89.6786,Illinois,0.134274359,0.12231685,0.146231869,1575.838786,1435.503337,1716.174752
3068,New York,879,879,40.5408,-89.6786,Illinois,77.21868261,70.34211049,84.09526152,1575.838786,1435.503337,1716.174752
3069,North Carolina,879,879,40.5408,-89.6786,Illinois,40.99044431,37.34010948,44.64078351,1575.838786,1435.503337,1716.174752
3070,North Dakota,879,879,40.5408,-89.6786,Illinois,0.515198658,0.469318724,0.561078605,1575.838786,1435.503337,1716.174752
3071,Ohio,879,879,40.5408,-89.6786,Illinois,111.9282269,101.9606031,121.8958712,1575.838786,1435.503337,1716.174752
3072,Oklahoma,879,879,40.5408,-89.6786,Illinois,12.70656434,11.57500377,13.83812605,1575.838786,1435.503337,1716.174752
3073,Oregon,879,879,40.5408,-89.6786,Illinois,0.002406539,0.00219223,0.002620848,1575.838786,1435.503337,1716.174752
3074,Pennsylvania,879,879,40.5408,-89.6786,Illinois,89.78966566,81.79359183,97.78575035,1575.838786,1435.503337,1716.174752
3075,Rhode Island,879,879,40.5408,-89.6786,Illinois,3.682945071,3.35496745,4.01092292,1575.838786,1435.503337,1716.174752
3076,South Carolina,879,879,40.5408,-89.6786,Illinois,17.07246248,15.55210469,18.5928218,1575.838786,1435.503337,1716.174752
3077,South Dakota,879,879,40.5408,-89.6786,Illinois,1.490002405,1.357313155,1.622691735,1575.838786,1435.503337,1716.174752
3078,Tennessee,879,879,40.5408,-89.6786,Illinois,48.26184301,43.96394904,52.55974545,1575.838786,1435.503337,1716.174752
3079,Texas,879,879,40.5408,-89.6786,Illinois,39.57814916,36.05359068,43.10271053,1575.838786,1435.503337,1716.174752
3080,Utah,879,879,40.5408,-89.6786,Illinois,0.009881589,0.009001606,0.010761572,1575.838786,1435.503337,1716.174752
3081,Vermont,879,879,40.5408,-89.6786,Illinois,2.286152874,2.082563819,2.489742088,1575.838786,1435.503337,1716.174752
3082,Virginia,879,879,40.5408,-89.6786,Illinois,34.78879815,31.69073807,37.8868624,1575.838786,1435.503337,1716.174752
3083,Washington,879,879,40.5408,-89.6786,Illinois,0.00878074,0.007998791,0.009562689,1575.838786,1435.503337,1716.174752
3084,West Virginia,879,879,40.5408,-89.6786,Illinois,16.9814453,15.46918583,18.49370766,1575.838786,1435.503337,1716.174752
3085,Wisconsin,879,879,40.5408,-89.6786,Illinois,82.17874747,74.86037099,89.49714967,1575.838786,1435.503337,1716.174752
3086,Wyoming,879,879,40.5408,-89.6786,Illinois,0.022139587,0.020167995,0.02411118,1575.838786,1435.503337,1716.174752
3087,Alabama,883,883,42.3833,-87.8133,Illinois,9.499469457,8.653511328,10.34542838,912.684666,831.4054256,993.9643258
3088,Arizona,883,883,42.3833,-87.8133,Illinois,0.011035903,0.010053125,0.012018681,912.684666,831.4054256,993.9643258
3089,Arkansas,883,883,42.3833,-87.8133,Illinois,5.431243788,4.947574184,5.914913844,912.684666,831.4054256,993.9643258
3090,California,883,883,42.3833,-87.8133,Illinois,0.007846477,0.007147726,0.008545227,912.684666,831.4054256,993.9643258
3091,Colorado,883,883,42.3833,-87.8133,Illinois,0.090771926,0.082688434,0.098855419,912.684666,831.4054256,993.9643258
3092,Connecticut,883,883,42.3833,-87.8133,Illinois,8.849891325,8.061779781,9.638003695,912.684666,831.4054256,993.9643258
