state_facility,state_zip,deaths_coef_2
Florida,Virginia,392.43299311690276
Florida,Washington,0.0060043761110853845
Florida,West Virginia,88.24991107075797
Florida,Wisconsin,60.17208757986422
Florida,Wyoming,0.03637006791418841
Georgia,Alabama,5121.317347068186
Georgia,Arizona,0.3681852948105358
Georgia,Arkansas,280.7641651598706
Georgia,California,0.10762899543146008
Georgia,Colorado,1.8141500774836936
Georgia,Connecticut,374.3142248193972
Georgia,DC,93.39530609244791
Georgia,Delaware,119.75320404493726
Georgia,Florida,2040.5370443807465
Georgia,Georgia,4911.476320147012
Georgia,Idaho,0.036445497543488956
Georgia,Illinois,851.7183915077974
Georgia,Indiana,738.5953039629156
Georgia,Iowa,80.99900140209617
Georgia,Kansas,56.42494902701961
Georgia,Kentucky,830.5897250592184
Georgia,Louisiana,471.3185310871806
Georgia,Maine,98.94748467205834
Georgia,Maryland,819.7215163646945
Georgia,Massachusetts,580.708001284383
Georgia,Michigan,717.5119159159343
Georgia,Minnesota,64.9314420835948
Georgia,Mississippi,630.3641955262739
Georgia,Missouri,382.26891337282484
Georgia,Montana,0.09876104510991453
Georgia,Nebraska,18.060915544235584
Georgia,Nevada,0.004203362575792004
Georgia,New Hampshire,97.09980872958879
Georgia,New Jersey,1037.1093260633495
Georgia,New Mexico,2.0457224380579833
Georgia,New York,1817.628075646222
Georgia,North Carolina,2662.5455668696222
Georgia,North Dakota,2.3495769593633398
Georgia,Ohio,1510.3564158779677
Georgia,Oklahoma,126.87211387523504
Georgia,Oregon,0.00152292144965071
Georgia,Pennsylvania,2039.179533129448
Georgia,Rhode Island,108.47708173993593
Georgia,South Carolina,1607.19082143786
Georgia,South Dakota,5.313315734808543
Georgia,Tennessee,2147.7367959026446
Georgia,Texas,690.3941647114663
Georgia,Utah,0.10297850362733851
Georgia,Vermont,46.04656432111098
Georgia,Virginia,1444.5442642432586
Georgia,Washington,0.017415442062931944
Georgia,West Virginia,421.98451419950106
Georgia,Wisconsin,215.49272279452154
Georgia,Wyoming,0.0763964153639768
Illinois,Alabama,494.4849784080064
Illinois,Arizona,1.0195020086303828
Illinois,Arkansas,468.3746474566437
Illinois,California,1.1331994233727427
Illinois,Colorado,5.931125727424136
Illinois,Connecticut,324.19394016084857
Illinois,DC,55.88703889061592
Illinois,Delaware,78.77936548811965
Illinois,Florida,551.2247734808577
Illinois,Georgia,557.0056359196425
Illinois,Idaho,0.16538858416451815
Illinois,Illinois,6752.396217222487
Illinois,Indiana,2015.3520698036634
Illinois,Iowa,814.2695692185928
Illinois,Kansas,210.66652508854733
Illinois,Kentucky,794.8661346156181
Illinois,Louisiana,332.8285875147575
Illinois,Maine,117.72546503380222
Illinois,Maryland,533.1324131204948
Illinois,Massachusetts,537.9006506894888
Illinois,Michigan,2101.270611012974
Illinois,Minnesota,452.7945145982533
Illinois,Mississippi,330.91396967009723
Illinois,Missouri,2764.2178934049202
Illinois,Montana,0.6442886805852999
Illinois,Nebraska,99.85362722617768
Illinois,Nevada,0.07581945749639578
Illinois,New Hampshire,106.39425383450889
Illinois,New Jersey,783.2708490539536
Illinois,New Mexico,3.5199697784864346
Illinois,New York,1765.6144916704359
Illinois,North Carolina,790.6105147802065
Illinois,North Dakota,14.114672668145326
Illinois,Ohio,2182.8609356594875
Illinois,Oklahoma,275.7873420546816
Illinois,Oregon,0.03912291660114884
Illinois,Pennsylvania,1802.3248308562356
Illinois,Rhode Island,92.30905219244474
Illinois,South Carolina,333.59881634295334
Illinois,South Dakota,34.08692483420979
Illinois,Tennessee,990.3949572368819
Illinois,Texas,818.2049200173403
Illinois,Utah,0.3359803872577182
Illinois,Vermont,59.6293932598902
Illinois,Virginia,683.7484642064943
Illinois,Washington,0.17666254152623717
Illinois,West Virginia,296.94861691963234
Illinois,Wisconsin,1865.7811883519696
Illinois,Wyoming,0.5396865471091647
Indiana,Alabama,1325.990774934984
Indiana,Arizona,1.1173859241714656
Indiana,Arkansas,714.1684291087569
Indiana,California,0.5162161504460931
Indiana,Colorado,6.57277162065558
Indiana,Connecticut,780.4737443793108
Indiana,DC,146.23686497364133
Indiana,Delaware,199.44026408176092
Indiana,Florida,1314.589413722439
Indiana,Georgia,1519.718556407274
Indiana,Idaho,0.18633344656905412
Indiana,Illinois,12890.28346544607
Indiana,Indiana,7693.994403970771
Indiana,Iowa,619.3936921359269
Indiana,Kansas,232.2539171773672
Indiana,Kentucky,3027.741089910098
Indiana,Louisiana,630.3077922317826
Indiana,Maine,270.1586528309326
Indiana,Maryland,1382.130329535548
Indiana,Massachusetts,1301.9425539104072
Indiana,Michigan,5017.74816691279
Indiana,Minnesota,474.6800709558918
Indiana,Mississippi,716.1313337927915
Indiana,Missouri,2536.8586771071455
Indiana,Montana,0.6685868539081694
Indiana,Nebraska,106.8971551839473
Indiana,Nevada,0.05686784561419133
Indiana,New Hampshire,252.87185072517195
Indiana,New Jersey,1925.0379725412897
Indiana,New Mexico,3.7331232126965577
Indiana,New York,4280.79999851039
Indiana,North Carolina,2196.572750625064
Indiana,North Dakota,15.33816132465738
Indiana,Ohio,6438.239531655238
Indiana,Oklahoma,351.98067125068025
Indiana,Oregon,0.012453620105234665
Indiana,Pennsylvania,4605.053902751218
Indiana,Rhode Island,224.88169196224976
Indiana,South Carolina,908.7523207540979
Indiana,South Dakota,34.52942579986882
Indiana,Tennessee,2816.0713811480377
Indiana,Texas,1176.1693071352274
Indiana,Utah,0.2713042269359342
Indiana,Vermont,140.17957616840033
Indiana,Virginia,1865.3930362038911
Indiana,Washington,0.17194842363981372
Indiana,West Virginia,845.6523293809989
Indiana,Wisconsin,2363.7533941640163
Indiana,Wyoming,0.5404802610577236
Iowa,Alabama,112.80949499519649
Iowa,Arizona,1.6728480115042774
Iowa,Arkansas,131.7874020990901
Iowa,California,1.083546715137609
Iowa,Colorado,8.324538333398447
Iowa,Connecticut,96.63429181380954
Iowa,DC,15.068704778608708
Iowa,Delaware,22.266739859727927
Iowa,Florida,144.84489251071483
Iowa,Georgia,135.1053497082609
Iowa,Idaho,0.14583080383476527
Iowa,Illinois,1163.6378983994878
Iowa,Indiana,415.72123978671726
Iowa,Iowa,723.0037600870354
Iowa,Kansas,192.97388876536553
Iowa,Kentucky,168.00244371241197
Iowa,Louisiana,91.38963418150706
Iowa,Maine,37.17706623710878
Iowa,Maryland,147.38282534156588
Iowa,Massachusetts,162.6493982047235
Iowa,Michigan,586.5499264537414
Iowa,Minnesota,533.564228954149
Iowa,Mississippi,74.01666675638722
Iowa,Missouri,529.4283622400833
Iowa,Montana,1.0622385331100976
Iowa,Nebraska,318.93544776926916
Iowa,Nevada,0.15673046094092183
Iowa,New Hampshire,33.14336277170298
Iowa,New Jersey,228.64307653937982
Iowa,New Mexico,3.238395626994279
Iowa,New York,526.0675021273127
Iowa,North Carolina,194.6914576181442
Iowa,North Dakota,30.03375759273683
Iowa,Ohio,555.1404090417732
Iowa,Oklahoma,166.0901743669162
Iowa,Oregon,0.11089262266065769
Iowa,Pennsylvania,511.6361757657983
Iowa,Rhode Island,27.8229538383528
Iowa,South Carolina,81.85571503109931
Iowa,South Dakota,118.85227468761437
Iowa,Tennessee,207.74157956817834
Iowa,Texas,375.55406085116607
Iowa,Utah,0.37030015220606
Iowa,Vermont,18.90380738258213
Iowa,Virginia,179.1541047085539
Iowa,Washington,0.3241612938277935
Iowa,West Virginia,75.88422853198152
Iowa,Wisconsin,593.3955046318
Iowa,Wyoming,0.8969062680891257
Kansas,Alabama,78.84722249305047
Kansas,Arizona,2.5175434388286306
Kansas,Arkansas,143.4205257521691
Kansas,California,0.6736441508536727
Kansas,Colorado,9.529398694464732
Kansas,Connecticut,52.96371321395211
Kansas,DC,8.6447274869664
Kansas,Delaware,12.186993668947833
Kansas,Florida,102.60641819557631
Kansas,Georgia,87.37344123482183
Kansas,Idaho,0.10985886234765153
Kansas,Illinois,561.6274757435244
Kansas,Indiana,219.93633632695963
Kansas,Iowa,293.94448588405555
Kansas,Kansas,528.991817994641
Kansas,Kentucky,99.42323645542743
Kansas,Louisiana,87.14219977717666
Kansas,Maine,20.39725642803069
Kansas,Maryland,82.38221518828648
Kansas,Massachusetts,91.57345997554363
Kansas,Michigan,304.24572695560454
Kansas,Minnesota,290.89036333498626
Kansas,Mississippi,58.97067049052203
Kansas,Missouri,519.2816300969713
Kansas,Montana,0.6104817538873313
Kansas,Nebraska,267.4009124948528
Kansas,Nevada,0.17393754022621596
Kansas,New Hampshire,18.053803342693133
Kansas,New Jersey,125.227887124413
Kansas,New Mexico,4.5941972727177065
Kansas,New York,284.67131285202345
Kansas,North Carolina,122.55275647926511
Kansas,North Dakota,17.597176094226196
Kansas,Ohio,304.654622559084
Kansas,Oklahoma,322.69306105000095
Kansas,Oregon,0.03892069254170781
Kansas,Pennsylvania,280.8343574632654
Kansas,Rhode Island,15.691803824823596
Kansas,South Carolina,52.40437130748198
Kansas,South Dakota,53.32220540992436
Kansas,Tennessee,138.85779889515942
Kansas,Texas,495.14889166148055
Kansas,Utah,0.36882766419216534
Kansas,Vermont,10.204350525647952
Kansas,Virginia,104.63560058728875
Kansas,Washington,0.15858174034711217
Kansas,West Virginia,43.82037268614693
Kansas,Wisconsin,268.0173960973812
Kansas,Wyoming,0.6764828885965123
Kentucky,Alabama,1041.189634970104
Kentucky,Arizona,0.4913362461518296
Kentucky,Arkansas,439.8463635708573
Kentucky,California,0.24999379376902636
Kentucky,Colorado,2.8699052966121315
Kentucky,Connecticut,518.535961422264
Kentucky,DC,105.58985308574394
Kentucky,Delaware,141.33358778955846
Kentucky,Florida,910.6762181705715
Kentucky,Georgia,1210.1526697099966
Kentucky,Idaho,0.08296513546893096
Kentucky,Illinois,3790.7638400316055
Kentucky,Indiana,4194.470033336909
Kentucky,Iowa,227.60516631990524
Kentucky,Kansas,104.18067189431183
Kentucky,Kentucky,3346.914611851254
Kentucky,Louisiana,414.87514933242625
Kentucky,Maine,161.28864437184805
Kentucky,Maryland,992.761899321271
Kentucky,Massachusetts,844.0951827168935
Kentucky,Michigan,2464.575663716603
Kentucky,Minnesota,173.23704107372248
Kentucky,Mississippi,520.7614146907846
Kentucky,Missouri,1229.2889619456673
Kentucky,Montana,0.26384113501510986
Kentucky,Nebraska,42.8101986249128
Kentucky,Nevada,0.03264692784900097
Kentucky,New Hampshire,156.24622656541484
Kentucky,New Jersey,1323.724913624546
Kentucky,New Mexico,1.8628241795173783
Kentucky,New York,2792.0061650644725
Kentucky,North Carolina,1774.4018809584759
Kentucky,North Dakota,6.185876438112297
Kentucky,Ohio,4672.808728008909
Kentucky,Oklahoma,172.10511414184307
Kentucky,Oregon,0.003162678504623291
Kentucky,Pennsylvania,3235.952359788636
Kentucky,Rhode Island,148.4883565427043
Kentucky,South Carolina,730.0845970731696
Kentucky,South Dakota,12.911057574677907
Kentucky,Tennessee,2448.6146367186802
Kentucky,Texas,675.0175821682092
Kentucky,Utah,0.17959093016166502
Kentucky,Vermont,83.5864822757671
Kentucky,Virginia,1443.1503962619333
Kentucky,Washington,0.07864263924406852
Kentucky,West Virginia,697.6836608902485
Kentucky,Wisconsin,764.1277191488336
Kentucky,Wyoming,0.19391124404210103
Louisiana,Alabama,231.5916082634027
Louisiana,Arizona,1.997784114334965
Louisiana,Arkansas,253.00512210166218
Louisiana,California,0.6234340876941431
Louisiana,Colorado,2.397930834347227
Louisiana,Connecticut,40.17737936669161
Louisiana,DC,8.477664273849626
Louisiana,Delaware,12.35955296255473
Louisiana,Florida,278.2755245758335
Louisiana,Georgia,224.98909334163295
Louisiana,Idaho,0.019789792140500445
Louisiana,Illinois,316.71376491621356
Louisiana,Indiana,175.43579845984326
Louisiana,Iowa,54.52904772484634
Louisiana,Kansas,62.10957113480776
Louisiana,Kentucky,121.2109768651837
Louisiana,Louisiana,780.3462043476854
Louisiana,Maine,11.593419343651703
Louisiana,Maryland,80.52251893193943
Louisiana,Massachusetts,63.25396111264774
Louisiana,Michigan,164.90850860727363
Louisiana,Minnesota,45.68247014467136
Louisiana,Mississippi,226.32055961801552
Louisiana,Missouri,238.85527901037244
Louisiana,Montana,0.06406488253885359
Louisiana,Nebraska,21.922234552237228
Louisiana,Nevada,0.10611480528519458
Louisiana,New Hampshire,11.275605962474458
Louisiana,New Jersey,108.47339607254075
Louisiana,New Mexico,3.8882844712037983
Louisiana,New York,207.57989215953808
Louisiana,North Carolina,201.1160599032098
Louisiana,North Dakota,1.8285160925246629
Louisiana,Ohio,242.14583328673123
Louisiana,Oklahoma,163.9041411157718
Louisiana,Oregon,0.007119861357048727
Louisiana,Pennsylvania,228.06259324602166
Louisiana,Rhode Island,11.511398337908023
Louisiana,South Carolina,111.28710143229705
Louisiana,South Dakota,5.733528446854096
Louisiana,Tennessee,247.70768921368455
Louisiana,Texas,1643.1105705193336
Louisiana,Utah,0.0376014463863221
Louisiana,Vermont,5.692519510099829
Louisiana,Virginia,124.59510039383217
Louisiana,Washington,0.0630229173911082
Louisiana,West Virginia,42.58189108502844
Louisiana,Wisconsin,86.42858787991426
Louisiana,Wyoming,0.0918621161169462
Maryland,Alabama,119.07150550187458
Maryland,Arizona,0.010327313189022249
Maryland,Arkansas,22.846545561163303
Maryland,California,0.010891383035184726
Maryland,Colorado,0.22781268474273456
Maryland,Connecticut,528.9303061154433
Maryland,DC,217.7108796146063
Maryland,Delaware,186.2653776908801
Maryland,Florida,371.9669853698233
Maryland,Georgia,248.63207215285917
Maryland,Idaho,0.0035071893460678827
Maryland,Illinois,123.18196789599745
Maryland,Indiana,141.4085484677264
Maryland,Iowa,11.97471399743292
Maryland,Kansas,7.6914239432254865
Maryland,Kentucky,152.56275231138548
Maryland,Louisiana,40.158891304202456
Maryland,Maine,136.1443114526671
Maryland,Maryland,1895.7307485354088
Maryland,Massachusetts,771.7562176924857
Maryland,Michigan,273.2428975082157
Maryland,Minnesota,14.788877712422964
Maryland,Mississippi,40.82176356624031
Maryland,Missouri,44.06510483001281
Maryland,Montana,0.0469712446587215
Maryland,Nebraska,3.331131811353202
Maryland,Nevada,0.0010695039169604744
Maryland,New Hampshire,137.32865506316026
Maryland,New Jersey,1558.9905940593578
Maryland,New Mexico,0.10703625948396576
Maryland,New York,2621.6959671405803
Maryland,North Carolina,887.7807434933875
Maryland,North Dakota,0.6751189378823642
Maryland,Ohio,684.1064375871458
Maryland,Oklahoma,13.738652657539706
Maryland,Oregon,0.00041311330142768706
Maryland,Pennsylvania,3581.7383873818285
Maryland,Rhode Island,141.20749829820832
Maryland,South Carolina,243.23676988975848
Maryland,South Dakota,1.0001660090383677
Maryland,Tennessee,213.6820525315278
Maryland,Texas,63.586171691839716
Maryland,Utah,0.015279014585094342
Maryland,Vermont,67.78770972018184
Maryland,Virginia,2400.5632212825312
Maryland,Washington,0.007128363508000581
Maryland,West Virginia,474.7771725535863
Maryland,Wisconsin,40.91792277151846
Maryland,Wyoming,0.018047863916297043
Massachusetts,Alabama,8.314478149507348
Massachusetts,Arizona,0.00047514496720738443
Massachusetts,Arkansas,1.8766524428490188
