state_zip,FacID,lat,lon,state_facility,deaths_coef_2,deaths_coef_2_all
Idaho,1745,42.1236,-83.1811,Michigan,0.003073003,2112.351136
Illinois,1745,42.1236,-83.1811,Michigan,129.943373,2112.351136
Indiana,1745,42.1236,-83.1811,Michigan,134.5061212,2112.351136
Iowa,1745,42.1236,-83.1811,Michigan,7.894931191,2112.351136
Kansas,1745,42.1236,-83.1811,Michigan,2.561679595,2112.351136
Kentucky,1745,42.1236,-83.1811,Michigan,44.07027523,2112.351136
Louisiana,1745,42.1236,-83.1811,Michigan,5.298299247,2112.351136
Maine,1745,42.1236,-83.1811,Michigan,8.387639538,2112.351136
Maryland,1745,42.1236,-83.1811,Michigan,49.52216799,2112.351136
Massachusetts,1745,42.1236,-83.1811,Michigan,44.60663809,2112.351136
Michigan,1745,42.1236,-83.1811,Michigan,538.9294883,2112.351136
Minnesota,1745,42.1236,-83.1811,Michigan,6.645378102,2112.351136
Mississippi,1745,42.1236,-83.1811,Michigan,7.23084945,2112.351136
Missouri,1745,42.1236,-83.1811,Michigan,21.75178706,2112.351136
Montana,1745,42.1236,-83.1811,Michigan,0.011427565,2112.351136
Nebraska,1745,42.1236,-83.1811,Michigan,1.255649237,2112.351136
Nevada,1745,42.1236,-83.1811,Michigan,0.000595319,2112.351136
New Hampshire,1745,42.1236,-83.1811,Michigan,8.642491251,2112.351136
New Jersey,1745,42.1236,-83.1811,Michigan,70.3084709,2112.351136
New Mexico,1745,42.1236,-83.1811,Michigan,0.029991506,2112.351136
New York,1745,42.1236,-83.1811,Michigan,168.3135943,2112.351136
North Carolina,1745,42.1236,-83.1811,Michigan,57.36128081,2112.351136
North Dakota,1745,42.1236,-83.1811,Michigan,0.216641998,2112.351136
Ohio,1745,42.1236,-83.1811,Michigan,285.1054016,2112.351136
Oklahoma,1745,42.1236,-83.1811,Michigan,3.526893129,2112.351136
Oregon,1745,42.1236,-83.1811,Michigan,0.000214396,2112.351136
Pennsylvania,1745,42.1236,-83.1811,Michigan,194.8721639,2112.351136
Rhode Island,1745,42.1236,-83.1811,Michigan,7.82243136,2112.351136
South Carolina,1745,42.1236,-83.1811,Michigan,20.43094557,2112.351136
South Dakota,1745,42.1236,-83.1811,Michigan,0.396669139,2112.351136
Tennessee,1745,42.1236,-83.1811,Michigan,38.93949422,2112.351136
Texas,1745,42.1236,-83.1811,Michigan,10.78499728,2112.351136
Utah,1745,42.1236,-83.1811,Michigan,0.006449508,2112.351136
Vermont,1745,42.1236,-83.1811,Michigan,4.884248154,2112.351136
Virginia,1745,42.1236,-83.1811,Michigan,58.90419274,2112.351136
Washington,1745,42.1236,-83.1811,Michigan,0.00173234,2112.351136
West Virginia,1745,42.1236,-83.1811,Michigan,30.4614781,2112.351136
Wisconsin,1745,42.1236,-83.1811,Michigan,41.07554169,2112.351136
Wyoming,1745,42.1236,-83.1811,Michigan,0.006822599,2112.351136
Alabama,1769,46.5789,-87.395,Michigan,6.383847964,557.094299
Arizona,1769,46.5789,-87.395,Michigan,0.008938729,557.094299
Arkansas,1769,46.5789,-87.395,Michigan,3.419741826,557.094299
California,1769,46.5789,-87.395,Michigan,0.004361925,557.094299
Colorado,1769,46.5789,-87.395,Michigan,0.168981102,557.094299
Connecticut,1769,46.5789,-87.395,Michigan,9.265831625,557.094299
DC,1769,46.5789,-87.395,Michigan,1.209409359,557.094299
Delaware,1769,46.5789,-87.395,Michigan,2.010443134,557.094299
Florida,1769,46.5789,-87.395,Michigan,6.862288563,557.094299
Georgia,1769,46.5789,-87.395,Michigan,8.114039443,557.094299
Idaho,1769,46.5789,-87.395,Michigan,0.006791642,557.094299
Illinois,1769,46.5789,-87.395,Michigan,60.25106038,557.094299
Indiana,1769,46.5789,-87.395,Michigan,27.63267638,557.094299
Iowa,1769,46.5789,-87.395,Michigan,8.157843179,557.094299
Kansas,1769,46.5789,-87.395,Michigan,2.575748284,557.094299
Kentucky,1769,46.5789,-87.395,Michigan,10.93930048,557.094299
Louisiana,1769,46.5789,-87.395,Michigan,2.47409249,557.094299
Maine,1769,46.5789,-87.395,Michigan,3.404174836,557.094299
Maryland,1769,46.5789,-87.395,Michigan,12.88621607,557.094299
Massachusetts,1769,46.5789,-87.395,Michigan,15.66971381,557.094299
Michigan,1769,46.5789,-87.395,Michigan,63.32781428,557.094299
Minnesota,1769,46.5789,-87.395,Michigan,13.39350941,557.094299
Mississippi,1769,46.5789,-87.395,Michigan,2.995351563,557.094299
Missouri,1769,46.5789,-87.395,Michigan,13.03885287,557.094299
Montana,1769,46.5789,-87.395,Michigan,0.024807964,557.094299
Nebraska,1769,46.5789,-87.395,Michigan,1.621668644,557.094299
Nevada,1769,46.5789,-87.395,Michigan,0.001757631,557.094299
New Hampshire,1769,46.5789,-87.395,Michigan,3.288458026,557.094299
New Jersey,1769,46.5789,-87.395,Michigan,21.71798229,557.094299
New Mexico,1769,46.5789,-87.395,Michigan,0.032784687,557.094299
New York,1769,46.5789,-87.395,Michigan,52.35018348,557.094299
North Carolina,1769,46.5789,-87.395,Michigan,15.00526655,557.094299
North Dakota,1769,46.5789,-87.395,Michigan,0.430612228,557.094299
Ohio,1769,46.5789,-87.395,Michigan,45.74951751,557.094299
Oklahoma,1769,46.5789,-87.395,Michigan,2.791985606,557.094299
Oregon,1769,46.5789,-87.395,Michigan,0.001497297,557.094299
Pennsylvania,1769,46.5789,-87.395,Michigan,50.13716354,557.094299
Rhode Island,1769,46.5789,-87.395,Michigan,2.662785997,557.094299
South Carolina,1769,46.5789,-87.395,Michigan,5.836567291,557.094299
South Dakota,1769,46.5789,-87.395,Michigan,0.714149749,557.094299
Tennessee,1769,46.5789,-87.395,Michigan,12.16659389,557.094299
Texas,1769,46.5789,-87.395,Michigan,7.250673282,557.094299
Utah,1769,46.5789,-87.395,Michigan,0.008151407,557.094299
Vermont,1769,46.5789,-87.395,Michigan,1.907442176,557.094299
Virginia,1769,46.5789,-87.395,Michigan,14.61518763,557.094299
Washington,1769,46.5789,-87.395,Michigan,0.006869519,557.094299
West Virginia,1769,46.5789,-87.395,Michigan,6.787640381,557.094299
Wisconsin,1769,46.5789,-87.395,Michigan,37.76534832,557.094299
Wyoming,1769,46.5789,-87.395,Michigan,0.018174579,557.094299
Alabama,1825,43.0722,-86.2342,Michigan,0.385743401,41.35032495
Arizona,1825,43.0722,-86.2342,Michigan,0.000270858,41.35032495
Arkansas,1825,43.0722,-86.2342,Michigan,0.202393929,41.35032495
California,1825,43.0722,-86.2342,Michigan,6.78E-05,41.35032495
Colorado,1825,43.0722,-86.2342,Michigan,0.003095562,41.35032495
Connecticut,1825,43.0722,-86.2342,Michigan,0.4509814,41.35032495
DC,1825,43.0722,-86.2342,Michigan,0.071334008,41.35032495
Delaware,1825,43.0722,-86.2342,Michigan,0.111611813,41.35032495
Florida,1825,43.0722,-86.2342,Michigan,0.359863772,41.35032495
Georgia,1825,43.0722,-86.2342,Michigan,0.495882789,41.35032495
Idaho,1825,43.0722,-86.2342,Michigan,4.09E-05,41.35032495
Illinois,1825,43.0722,-86.2342,Michigan,7.088486938,41.35032495
Indiana,1825,43.0722,-86.2342,Michigan,2.444619324,41.35032495
Iowa,1825,43.0722,-86.2342,Michigan,0.371327804,41.35032495
Kansas,1825,43.0722,-86.2342,Michigan,0.113932818,41.35032495
Kentucky,1825,43.0722,-86.2342,Michigan,0.768404135,41.35032495
Louisiana,1825,43.0722,-86.2342,Michigan,0.148720524,41.35032495
Maine,1825,43.0722,-86.2342,Michigan,0.141200423,41.35032495
Maryland,1825,43.0722,-86.2342,Michigan,0.740995429,41.35032495
Massachusetts,1825,43.0722,-86.2342,Michigan,0.71609135,41.35032495
Michigan,1825,43.0722,-86.2342,Michigan,5.015537833,41.35032495
Minnesota,1825,43.0722,-86.2342,Michigan,0.329872613,41.35032495
Mississippi,1825,43.0722,-86.2342,Michigan,0.172139073,41.35032495
Missouri,1825,43.0722,-86.2342,Michigan,0.777609358,41.35032495
Montana,1825,43.0722,-86.2342,Michigan,0.000223376,41.35032495
Nebraska,1825,43.0722,-86.2342,Michigan,0.055571297,41.35032495
Nevada,1825,43.0722,-86.2342,Michigan,5.24E-06,41.35032495
New Hampshire,1825,43.0722,-86.2342,Michigan,0.14345428,41.35032495
New Jersey,1825,43.0722,-86.2342,Michigan,1.156884555,41.35032495
New Mexico,1825,43.0722,-86.2342,Michigan,0.001512651,41.35032495
New York,1825,43.0722,-86.2342,Michigan,2.652079058,41.35032495
North Carolina,1825,43.0722,-86.2342,Michigan,0.930741226,41.35032495
North Dakota,1825,43.0722,-86.2342,Michigan,0.008323053,41.35032495
Ohio,1825,43.0722,-86.2342,Michigan,3.138442195,41.35032495
Oklahoma,1825,43.0722,-86.2342,Michigan,0.159267943,41.35032495
Oregon,1825,43.0722,-86.2342,Michigan,4.48E-05,41.35032495
Pennsylvania,1825,43.0722,-86.2342,Michigan,2.869534551,41.35032495
Rhode Island,1825,43.0722,-86.2342,Michigan,0.125370511,41.35032495
South Carolina,1825,43.0722,-86.2342,Michigan,0.355815756,41.35032495
South Dakota,1825,43.0722,-86.2342,Michigan,0.017528667,41.35032495
Tennessee,1825,43.0722,-86.2342,Michigan,0.805337268,41.35032495
Texas,1825,43.0722,-86.2342,Michigan,0.393527719,41.35032495
Utah,1825,43.0722,-86.2342,Michigan,7.99E-05,41.35032495
Vermont,1825,43.0722,-86.2342,Michigan,0.081899033,41.35032495
Virginia,1825,43.0722,-86.2342,Michigan,0.881898717,41.35032495
Washington,1825,43.0722,-86.2342,Michigan,9.75E-05,41.35032495
West Virginia,1825,43.0722,-86.2342,Michigan,0.416401624,41.35032495
Wisconsin,1825,43.0722,-86.2342,Michigan,6.245818111,41.35032495
Wyoming,1825,43.0722,-86.2342,Michigan,0.000242049,41.35032495
Alabama,1830,42.7956,-86.1133,Michigan,0.62789087,68.56285266
Arizona,1830,42.7956,-86.1133,Michigan,0.000182682,68.56285266
Arkansas,1830,42.7956,-86.1133,Michigan,0.322593754,68.56285266
California,1830,42.7956,-86.1133,Michigan,2.80E-05,68.56285266
Colorado,1830,42.7956,-86.1133,Michigan,0.005130055,68.56285266
Connecticut,1830,42.7956,-86.1133,Michigan,0.717344324,68.56285266
DC,1830,42.7956,-86.1133,Michigan,0.112043069,68.56285266
Delaware,1830,42.7956,-86.1133,Michigan,0.166917786,68.56285266
Florida,1830,42.7956,-86.1133,Michigan,0.594332221,68.56285266
Georgia,1830,42.7956,-86.1133,Michigan,0.782928491,68.56285266
Idaho,1830,42.7956,-86.1133,Michigan,9.99E-05,68.56285266
Illinois,1830,42.7956,-86.1133,Michigan,13.95519386,68.56285266
Indiana,1830,42.7956,-86.1133,Michigan,4.43677577,68.56285266
Iowa,1830,42.7956,-86.1133,Michigan,0.596775853,68.56285266
Kansas,1830,42.7956,-86.1133,Michigan,0.188895339,68.56285266
Kentucky,1830,42.7956,-86.1133,Michigan,1.307152003,68.56285266
Louisiana,1830,42.7956,-86.1133,Michigan,0.222054526,68.56285266
Maine,1830,42.7956,-86.1133,Michigan,0.213943202,68.56285266
Maryland,1830,42.7956,-86.1133,Michigan,1.131044711,68.56285266
Massachusetts,1830,42.7956,-86.1133,Michigan,1.15596321,68.56285266
Michigan,1830,42.7956,-86.1133,Michigan,7.969117393,68.56285266
Minnesota,1830,42.7956,-86.1133,Michigan,0.504219915,68.56285266
Mississippi,1830,42.7956,-86.1133,Michigan,0.291135759,68.56285266
Missouri,1830,42.7956,-86.1133,Michigan,1.308960961,68.56285266
Montana,1830,42.7956,-86.1133,Michigan,0.000617165,68.56285266
Nebraska,1830,42.7956,-86.1133,Michigan,0.088460088,68.56285266
Nevada,1830,42.7956,-86.1133,Michigan,9.84E-07,68.56285266
New Hampshire,1830,42.7956,-86.1133,Michigan,0.221300191,68.56285266
New Jersey,1830,42.7956,-86.1133,Michigan,1.773271434,68.56285266
New Mexico,1830,42.7956,-86.1133,Michigan,0.002207385,68.56285266
New York,1830,42.7956,-86.1133,Michigan,4.142066027,68.56285266
North Carolina,1830,42.7956,-86.1133,Michigan,1.523781028,68.56285266
North Dakota,1830,42.7956,-86.1133,Michigan,0.01367705,68.56285266
Ohio,1830,42.7956,-86.1133,Michigan,5.109762807,68.56285266
Oklahoma,1830,42.7956,-86.1133,Michigan,0.253357275,68.56285266
Oregon,1830,42.7956,-86.1133,Michigan,9.40E-06,68.56285266
Pennsylvania,1830,42.7956,-86.1133,Michigan,4.474694695,68.56285266
Rhode Island,1830,42.7956,-86.1133,Michigan,0.202433802,68.56285266
South Carolina,1830,42.7956,-86.1133,Michigan,0.606247414,68.56285266
South Dakota,1830,42.7956,-86.1133,Michigan,0.028950881,68.56285266
Tennessee,1830,42.7956,-86.1133,Michigan,1.33683681,68.56285266
Texas,1830,42.7956,-86.1133,Michigan,0.599353151,68.56285266
Utah,1830,42.7956,-86.1133,Michigan,0.000114975,68.56285266
Vermont,1830,42.7956,-86.1133,Michigan,0.125187694,68.56285266
Virginia,1830,42.7956,-86.1133,Michigan,1.413092825,68.56285266
Washington,1830,42.7956,-86.1133,Michigan,0.000129873,68.56285266
West Virginia,1830,42.7956,-86.1133,Michigan,0.666383774,68.56285266
Wisconsin,1830,42.7956,-86.1133,Michigan,9.369679768,68.56285266
Wyoming,1830,42.7956,-86.1133,Michigan,0.000512521,68.56285266
Alabama,1831,42.7183,-84.5586,Michigan,3.787858571,404.9513669
Arizona,1831,42.7183,-84.5586,Michigan,0.003032641,404.9513669
Arkansas,1831,42.7183,-84.5586,Michigan,1.736603042,404.9513669
California,1831,42.7183,-84.5586,Michigan,0.001132123,404.9513669
Colorado,1831,42.7183,-84.5586,Michigan,0.0261069,404.9513669
Connecticut,1831,42.7183,-84.5586,Michigan,5.247989561,404.9513669
DC,1831,42.7183,-84.5586,Michigan,0.857782777,404.9513669
Delaware,1831,42.7183,-84.5586,Michigan,1.270338621,404.9513669
Florida,1831,42.7183,-84.5586,Michigan,3.774367495,404.9513669
Georgia,1831,42.7183,-84.5586,Michigan,5.033833109,404.9513669
Idaho,1831,42.7183,-84.5586,Michigan,0.000639853,404.9513669
Illinois,1831,42.7183,-84.5586,Michigan,43.95176881,404.9513669
Indiana,1831,42.7183,-84.5586,Michigan,28.82977973,404.9513669
Iowa,1831,42.7183,-84.5586,Michigan,2.262924096,404.9513669
Kansas,1831,42.7183,-84.5586,Michigan,0.737037662,404.9513669
Kentucky,1831,42.7183,-84.5586,Michigan,8.486275356,404.9513669
Louisiana,1831,42.7183,-84.5586,Michigan,1.351318216,404.9513669
Maine,1831,42.7183,-84.5586,Michigan,1.568492071,404.9513669
Maryland,1831,42.7183,-84.5586,Michigan,8.779144126,404.9513669
Massachusetts,1831,42.7183,-84.5586,Michigan,8.338752572,404.9513669
Michigan,1831,42.7183,-84.5586,Michigan,90.88502627,404.9513669
Minnesota,1831,42.7183,-84.5586,Michigan,2.03974572,404.9513669
Mississippi,1831,42.7183,-84.5586,Michigan,1.696307611,404.9513669
Missouri,1831,42.7183,-84.5586,Michigan,6.106712249,404.9513669
Montana,1831,42.7183,-84.5586,Michigan,0.003088099,404.9513669
Nebraska,1831,42.7183,-84.5586,Michigan,0.367024816,404.9513669
Nevada,1831,42.7183,-84.5586,Michigan,7.89E-05,404.9513669
New Hampshire,1831,42.7183,-84.5586,Michigan,1.632191223,404.9513669
New Jersey,1831,42.7183,-84.5586,Michigan,12.86050262,404.9513669
New Mexico,1831,42.7183,-84.5586,Michigan,0.010297784,404.9513669
New York,1831,42.7183,-84.5586,Michigan,30.24676241,404.9513669
North Carolina,1831,42.7183,-84.5586,Michigan,10.5234899,404.9513669
North Dakota,1831,42.7183,-84.5586,Michigan,0.060504529,404.9513669
Ohio,1831,42.7183,-84.5586,Michigan,40.34665608,404.9513669
Oklahoma,1831,42.7183,-84.5586,Michigan,1.086108577,404.9513669
Oregon,1831,42.7183,-84.5586,Michigan,8.77E-05,404.9513669
Pennsylvania,1831,42.7183,-84.5586,Michigan,33.23324787,404.9513669
Rhode Island,1831,42.7183,-84.5586,Michigan,1.427246996,404.9513669
South Carolina,1831,42.7183,-84.5586,Michigan,3.884595461,404.9513669
South Dakota,1831,42.7183,-84.5586,Michigan,0.122703129,404.9513669
Tennessee,1831,42.7183,-84.5586,Michigan,8.227088893,404.9513669
Texas,1831,42.7183,-84.5586,Michigan,3.056216014,404.9513669
Utah,1831,42.7183,-84.5586,Michigan,0.000892979,404.9513669
Vermont,1831,42.7183,-84.5586,Michigan,0.921829062,404.9513669
Virginia,1831,42.7183,-84.5586,Michigan,10.43628414,404.9513669
Washington,1831,42.7183,-84.5586,Michigan,0.000538164,404.9513669
West Virginia,1831,42.7183,-84.5586,Michigan,5.021776747,404.9513669
Wisconsin,1831,42.7183,-84.5586,Michigan,14.70685357,404.9513669
Wyoming,1831,42.7183,-84.5586,Michigan,0.002332094,404.9513669
Alabama,1832,42.6919,-84.6572,Michigan,2.817954167,315.01675
Arizona,1832,42.6919,-84.6572,Michigan,0.003277254,315.01675
Arkansas,1832,42.6919,-84.6572,Michigan,1.352881849,315.01675
California,1832,42.6919,-84.6572,Michigan,0.001431954,315.01675
Colorado,1832,42.6919,-84.6572,Michigan,0.018693132,315.01675
Connecticut,1832,42.6919,-84.6572,Michigan,3.946368613,315.01675
DC,1832,42.6919,-84.6572,Michigan,0.64140479,315.01675
Delaware,1832,42.6919,-84.6572,Michigan,0.96150383,315.01675
Florida,1832,42.6919,-84.6572,Michigan,2.92530908,315.01675
Georgia,1832,42.6919,-84.6572,Michigan,3.73971581,315.01675
Idaho,1832,42.6919,-84.6572,Michigan,0.00083933,315.01675
Illinois,1832,42.6919,-84.6572,Michigan,36.3093679,315.01675
Indiana,1832,42.6919,-84.6572,Michigan,22.96128209,315.01675
Iowa,1832,42.6919,-84.6572,Michigan,1.872482587,315.01675
Kansas,1832,42.6919,-84.6572,Michigan,0.590306473,315.01675
Kentucky,1832,42.6919,-84.6572,Michigan,6.470850033,315.01675
Louisiana,1832,42.6919,-84.6572,Michigan,1.099802185,315.01675
Maine,1832,42.6919,-84.6572,Michigan,1.217155807,315.01675
Maryland,1832,42.6919,-84.6572,Michigan,6.62179895,315.01675
Massachusetts,1832,42.6919,-84.6572,Michigan,6.375700952,315.01675
Michigan,1832,42.6919,-84.6572,Michigan,69.78677902,315.01675
Minnesota,1832,42.6919,-84.6572,Michigan,1.728258753,315.01675
Mississippi,1832,42.6919,-84.6572,Michigan,1.324268162,315.01675
Missouri,1832,42.6919,-84.6572,Michigan,4.802252139,315.01675
Montana,1832,42.6919,-84.6572,Michigan,0.002667406,315.01675
Nebraska,1832,42.6919,-84.6572,Michigan,0.295469574,315.01675
Nevada,1832,42.6919,-84.6572,Michigan,0.000114821,315.01675
New Hampshire,1832,42.6919,-84.6572,Michigan,1.247447028,315.01675
New Jersey,1832,42.6919,-84.6572,Michigan,9.739458427,315.01675
New Mexico,1832,42.6919,-84.6572,Michigan,0.008579029,315.01675
New York,1832,42.6919,-84.6572,Michigan,22.94983965,315.01675
North Carolina,1832,42.6919,-84.6572,Michigan,7.817048099,315.01675
North Dakota,1832,42.6919,-84.6572,Michigan,0.045266458,315.01675
Ohio,1832,42.6919,-84.6572,Michigan,31.50538213,315.01675
Oklahoma,1832,42.6919,-84.6572,Michigan,0.805747276,315.01675
Oregon,1832,42.6919,-84.6572,Michigan,0.000142101,315.01675
Pennsylvania,1832,42.6919,-84.6572,Michigan,25.32564086,315.01675
Rhode Island,1832,42.6919,-84.6572,Michigan,1.090292147,315.01675
South Carolina,1832,42.6919,-84.6572,Michigan,2.84420903,315.01675
South Dakota,1832,42.6919,-84.6572,Michigan,0.09715874,315.01675
Tennessee,1832,42.6919,-84.6572,Michigan,6.178811538,315.01675
Texas,1832,42.6919,-84.6572,Michigan,2.311670916,315.01675
Utah,1832,42.6919,-84.6572,Michigan,0.000943036,315.01675
Vermont,1832,42.6919,-84.6572,Michigan,0.698748659,315.01675
Virginia,1832,42.6919,-84.6572,Michigan,7.919280047,315.01675
Washington,1832,42.6919,-84.6572,Michigan,0.000811797,315.01675
West Virginia,1832,42.6919,-84.6572,Michigan,3.890749273,315.01675
Wisconsin,1832,42.6919,-84.6572,Michigan,12.66940747,315.01675
Wyoming,1832,42.6919,-84.6572,Michigan,0.002179649,315.01675
Alabama,1843,46.5314,-87.3917,Michigan,0.105123698,9.687552733
Arizona,1843,46.5314,-87.3917,Michigan,0.000218047,9.687552733
Arkansas,1843,46.5314,-87.3917,Michigan,0.060703772,9.687552733
California,1843,46.5314,-87.3917,Michigan,4.10E-05,9.687552733
Colorado,1843,46.5314,-87.3917,Michigan,0.003457708,9.687552733
Connecticut,1843,46.5314,-87.3917,Michigan,0.159497739,9.687552733
DC,1843,46.5314,-87.3917,Michigan,0.020992244,9.687552733
Delaware,1843,46.5314,-87.3917,Michigan,0.035078162,9.687552733
Florida,1843,46.5314,-87.3917,Michigan,0.123736288,9.687552733
Georgia,1843,46.5314,-87.3917,Michigan,0.138150498,9.687552733
Idaho,1843,46.5314,-87.3917,Michigan,0.000116774,9.687552733
Illinois,1843,46.5314,-87.3917,Michigan,1.048033442,9.687552733
Indiana,1843,46.5314,-87.3917,Michigan,0.481552295,9.687552733
Iowa,1843,46.5314,-87.3917,Michigan,0.143553083,9.687552733
Kansas,1843,46.5314,-87.3917,Michigan,0.044601837,9.687552733
Kentucky,1843,46.5314,-87.3917,Michigan,0.190130717,9.687552733
Louisiana,1843,46.5314,-87.3917,Michigan,0.042815745,9.687552733
Maine,1843,46.5314,-87.3917,Michigan,0.058810087,9.687552733
Maryland,1843,46.5314,-87.3917,Michigan,0.22527154,9.687552733
Massachusetts,1843,46.5314,-87.3917,Michigan,0.273156972,9.687552733
Michigan,1843,46.5314,-87.3917,Michigan,1.102954913,9.687552733
Minnesota,1843,46.5314,-87.3917,Michigan,0.245823587,9.687552733
Mississippi,1843,46.5314,-87.3917,Michigan,0.050906069,9.687552733
Missouri,1843,46.5314,-87.3917,Michigan,0.226262577,9.687552733
Montana,1843,46.5314,-87.3917,Michigan,0.000427367,9.687552733
Nebraska,1843,46.5314,-87.3917,Michigan,0.028223143,9.687552733
Nevada,1843,46.5314,-87.3917,Michigan,5.10E-05,9.687552733
New Hampshire,1843,46.5314,-87.3917,Michigan,0.057023625,9.687552733
New Jersey,1843,46.5314,-87.3917,Michigan,0.372796017,9.687552733
New Mexico,1843,46.5314,-87.3917,Michigan,0.000637332,9.687552733
New York,1843,46.5314,-87.3917,Michigan,0.898731844,9.687552733
North Carolina,1843,46.5314,-87.3917,Michigan,0.255682893,9.687552733
North Dakota,1843,46.5314,-87.3917,Michigan,0.007402286,9.687552733
Ohio,1843,46.5314,-87.3917,Michigan,0.798538601,9.687552733
Oklahoma,1843,46.5314,-87.3917,Michigan,0.04727461,9.687552733
Oregon,1843,46.5314,-87.3917,Michigan,2.23E-05,9.687552733
Pennsylvania,1843,46.5314,-87.3917,Michigan,0.86869081,9.687552733
Rhode Island,1843,46.5314,-87.3917,Michigan,0.046029452,9.687552733
South Carolina,1843,46.5314,-87.3917,Michigan,0.100958149,9.687552733
South Dakota,1843,46.5314,-87.3917,Michigan,0.012426526,9.687552733
Tennessee,1843,46.5314,-87.3917,Michigan,0.208446286,9.687552733
Texas,1843,46.5314,-87.3917,Michigan,0.121073307,9.687552733
Utah,1843,46.5314,-87.3917,Michigan,0.000163809,9.687552733
Vermont,1843,46.5314,-87.3917,Michigan,0.033036571,9.687552733
Virginia,1843,46.5314,-87.3917,Michigan,0.256269529,9.687552733
Washington,1843,46.5314,-87.3917,Michigan,0.000117076,9.687552733
West Virginia,1843,46.5314,-87.3917,Michigan,0.118135865,9.687552733
Wisconsin,1843,46.5314,-87.3917,Michigan,0.674048563,9.687552733
Wyoming,1843,46.5314,-87.3917,Michigan,0.000356911,9.687552733
Alabama,1866,42.2081,-83.1453,Michigan,0.789050144,98.39269523
Arizona,1866,42.2081,-83.1453,Michigan,0.000254006,98.39269523
Arkansas,1866,42.2081,-83.1453,Michigan,0.270969125,98.39269523
California,1866,42.2081,-83.1453,Michigan,5.68E-05,98.39269523
Colorado,1866,42.2081,-83.1453,Michigan,0.0027322,98.39269523
Connecticut,1866,42.2081,-83.1453,Michigan,1.297329756,98.39269523
DC,1866,42.2081,-83.1453,Michigan,0.207818021,98.39269523
Delaware,1866,42.2081,-83.1453,Michigan,0.306912899,98.39269523
Florida,1866,42.2081,-83.1453,Michigan,0.8721656,98.39269523
Georgia,1866,42.2081,-83.1453,Michigan,1.199223375,98.39269523
Idaho,1866,42.2081,-83.1453,Michigan,0.000107403,98.39269523
Illinois,1866,42.2081,-83.1453,Michigan,6.479368291,98.39269523
Indiana,1866,42.2081,-83.1453,Michigan,6.469247045,98.39269523
Iowa,1866,42.2081,-83.1453,Michigan,0.348049438,98.39269523
Kansas,1866,42.2081,-83.1453,Michigan,0.102639759,98.39269523
Kentucky,1866,42.2081,-83.1453,Michigan,2.025965359,98.39269523
Louisiana,1866,42.2081,-83.1453,Michigan,0.217565243,98.39269523
Maine,1866,42.2081,-83.1453,Michigan,0.376133211,98.39269523
Maryland,1866,42.2081,-83.1453,Michigan,2.169443479,98.39269523
Massachusetts,1866,42.2081,-83.1453,Michigan,2.022384536,98.39269523
Michigan,1866,42.2081,-83.1453,Michigan,25.9357449,98.39269523
Minnesota,1866,42.2081,-83.1453,Michigan,0.280682362,98.39269523
Mississippi,1866,42.2081,-83.1453,Michigan,0.314474104,98.39269523
Missouri,1866,42.2081,-83.1453,Michigan,0.954834222,98.39269523
Montana,1866,42.2081,-83.1453,Michigan,0.000445214,98.39269523
Nebraska,1866,42.2081,-83.1453,Michigan,0.046247661,98.39269523
Nevada,1866,42.2081,-83.1453,Michigan,6.70E-06,98.39269523
New Hampshire,1866,42.2081,-83.1453,Michigan,0.392209019,98.39269523
New Jersey,1866,42.2081,-83.1453,Michigan,3.201265638,98.39269523
New Mexico,1866,42.2081,-83.1453,Michigan,0.001334557,98.39269523
New York,1866,42.2081,-83.1453,Michigan,7.831169305,98.39269523
North Carolina,1866,42.2081,-83.1453,Michigan,2.681451793,98.39269523
North Dakota,1866,42.2081,-83.1453,Michigan,0.009071127,98.39269523
Ohio,1866,42.2081,-83.1453,Michigan,12.77448547,98.39269523
Oklahoma,1866,42.2081,-83.1453,Michigan,0.15811577,98.39269523
Oregon,1866,42.2081,-83.1453,Michigan,6.42E-06,98.39269523
Pennsylvania,1866,42.2081,-83.1453,Michigan,8.78592719,98.39269523
Rhode Island,1866,42.2081,-83.1453,Michigan,0.352579228,98.39269523
South Carolina,1866,42.2081,-83.1453,Michigan,0.951938299,98.39269523
South Dakota,1866,42.2081,-83.1453,Michigan,0.016494043,98.39269523
Tennessee,1866,42.2081,-83.1453,Michigan,1.80736078,98.39269523
Texas,1866,42.2081,-83.1453,Michigan,0.45989979,98.39269523
Utah,1866,42.2081,-83.1453,Michigan,0.000399468,98.39269523
Vermont,1866,42.2081,-83.1453,Michigan,0.221325017,98.39269523
Virginia,1866,42.2081,-83.1453,Michigan,2.656960063,98.39269523
Washington,1866,42.2081,-83.1453,Michigan,8.07E-05,98.39269523
West Virginia,1866,42.2081,-83.1453,Michigan,1.392742303,98.39269523
Wisconsin,1866,42.2081,-83.1453,Michigan,2.007783656,98.39269523
Wyoming,1866,42.2081,-83.1453,Michigan,0.000244796,98.39269523
Alabama,1891,47.5306,-92.1619,Minnesota,0.515113696,40.92155842
Arizona,1891,47.5306,-92.1619,Minnesota,0.003846567,40.92155842
Arkansas,1891,47.5306,-92.1619,Minnesota,0.308958577,40.92155842
California,1891,47.5306,-92.1619,Minnesota,0.012355357,40.92155842
Colorado,1891,47.5306,-92.1619,Minnesota,0.015756304,40.92155842
