year,state_facility,state_zip,deaths_coef_2,deaths_coef_1,deaths_coef_3
1999,Alabama,Alabama,262.9706424796115,239.54711826810743,286.39519561103043
1999,Alabama,Arizona,0.015987163610631214,0.014563462083810867,0.01741086521199988
1999,Alabama,Arkansas,42.77605336880477,38.96642186265914,46.58574463039656
1999,Alabama,California,0.00011655972452429,0.0001061797581971558,0.00012693969050503462
1999,Alabama,Colorado,0.078497591177315,0.0715071613072903,0.085488021472882
1999,Alabama,Connecticut,14.161356700434858,12.900233376376049,15.42248301934358
1999,Alabama,DC,3.845805693921606,3.5033187660080833,4.188294046670544
1999,Alabama,Delaware,4.3141593147684,3.929964868327965,4.698355055506472
1999,Alabama,Florida,92.07426619002146,83.87456623745958,100.27401145148019
1999,Alabama,Georgia,133.91454141943677,121.98823884058865,145.84100864671558
1999,Alabama,Idaho,3.66340179080993e-07,3.33716575484644e-07,3.98963787562323e-07
1999,Alabama,Illinois,125.58648351655751,114.40223242587754,136.77081812985554
1999,Alabama,Indiana,87.86619612375569,80.04109316303332,95.69137241198777
1999,Alabama,Iowa,8.222374197049534,7.490140950402454,8.954609021239047
1999,Alabama,Kansas,5.519262522098645,5.02775303424306,6.0107727696144435
1999,Alabama,Kentucky,74.58716641498995,67.94455657891692,81.22985764026382
1999,Alabama,Louisiana,92.57891322629277,84.33348798958276,100.82453731707105
1999,Alabama,Maine,3.0534905457651345,2.7815668796697777,3.3254145798766954
1999,Alabama,Maryland,31.902383743879934,29.06132877283347,34.74345033023134
1999,Alabama,Massachusetts,22.364049603370947,20.37244805121623,24.355655269454235
1999,Alabama,Michigan,72.9396725417575,66.44402901108813,79.43534810412257
1999,Alabama,Minnesota,4.935922806031677,4.496363606625745,5.375482320817439
1999,Alabama,Mississippi,187.9938110778414,171.2446077332655,204.74454768166814
1999,Alabama,Missouri,57.96537322707866,52.80314914467925,63.1276456411533
1999,Alabama,Montana,0.008518042721848501,0.0077594872162805,0.0092765982714003
1999,Alabama,Nebraska,1.8057101171000105,1.6449060283284511,1.9665143242399683
1999,Alabama,Nevada,1.1707153109386e-05,1.06645987791865e-05,1.27497075057548e-05
1999,Alabama,New Hampshire,3.5642071772076704,3.2468014294408296,3.881613557373466
1999,Alabama,New Jersey,40.613132446995806,36.99637048171721,44.22990421200106
1999,Alabama,New Mexico,0.1342311379984861,0.122277468280153,0.1461848107270159
1999,Alabama,New York,76.63135167088078,69.80702970765364,83.4556908427343
1999,Alabama,North Carolina,103.96799992217728,94.70894807369915,113.22713266369414
1999,Alabama,North Dakota,0.2548361046403447,0.2321422002672846,0.2775300176117885
1999,Alabama,Ohio,110.28717475167738,100.46550690861177,120.10889923906579
1999,Alabama,Oklahoma,13.969196354719703,12.725185020059282,15.21321076659115
1999,Alabama,Oregon,0.0,0.0,0.0
1999,Alabama,Pennsylvania,94.41808576440361,86.00973651849255,102.82646578545518
1999,Alabama,Rhode Island,4.092847601649171,3.728364307539974,4.457331655930723
1999,Alabama,South Carolina,53.273960736785256,48.52955442937953,58.01840862589838
1999,Alabama,South Dakota,0.5606737651362399,0.5107440782202857,0.6106034787274253
1999,Alabama,Tennessee,198.78936445138584,181.08345108836124,216.4958979383373
1999,Alabama,Texas,110.85995383056193,100.9873079238489,120.73265061354695
1999,Alabama,Utah,0.0,0.0,0.0
1999,Alabama,Vermont,1.7504547224354117,1.5945703877099497,1.906339349892234
1999,Alabama,Virginia,60.54148898462848,55.14991618605962,65.93309808287438
1999,Alabama,Washington,0.0,0.0,0.0
1999,Alabama,West Virginia,24.891868353249762,22.675099387440316,27.1086528044951
1999,Alabama,Wisconsin,24.597519018640355,22.407002967517275,26.788042676992184
1999,Alabama,Wyoming,0.0066652774059618005,0.0060717159250001,0.0072588389027657
1999,Arizona,Alabama,1.183776779092055,1.0783579656699644,1.2891956345627733
1999,Arizona,Arizona,15.54664313737739,14.162083462403903,16.93122003648214
1999,Arizona,Arkansas,1.9355283140497814,1.7631632397237076,2.107893568498301
1999,Arizona,California,3.2464121573579403,2.957309407601372,3.5355150561837903
1999,Arizona,Colorado,5.611408665872789,5.111689449153587,6.111129396912347
1999,Arizona,Connecticut,0.3290009927552514,0.2997025223407222,0.35829946736599216
1999,Arizona,DC,0.055175150768418904,0.050261647043295096,0.0600886552494215
1999,Arizona,Delaware,0.07739152645623,0.0704995911843721,0.0842834628343764
1999,Arizona,Florida,1.3732484262169669,1.2509567783758442,1.495540088727512
1999,Arizona,Georgia,0.9991022141006697,0.910129276994738,1.0880751746457
1999,Arizona,Idaho,0.1647856821209382,0.15011101300251808,0.17946036063734122
1999,Arizona,Illinois,3.872559873928727,3.527696859942648,4.217423052082203
1999,Arizona,Indiana,1.7722895918148893,1.6144619637217148,1.9301172854115187
1999,Arizona,Iowa,1.455336287964465,1.3257340318977016,1.584938648023974
1999,Arizona,Kansas,2.9834163938059004,2.7177317717914544,3.2491016288452905
1999,Arizona,Kentucky,1.095883414645081,0.9982917584651416,1.1934751109416293
1999,Arizona,Louisiana,1.4290746055265098,1.3018112027706077,1.5563380775104527
1999,Arizona,Maine,0.0804103520434617,0.0732495842995831,0.0875711204431507
1999,Arizona,Maryland,0.5548461634191495,0.505435529764463,0.6042568063176634
1999,Arizona,Massachusetts,0.4755148834454408,0.4331689427643326,0.5178608288779303
1999,Arizona,Michigan,2.0361425575719188,1.8548181321328314,2.2174670407953947
1999,Arizona,Minnesota,1.5722620548327426,1.4322473545588792,1.7122768358428506
1999,Arizona,Mississippi,1.0105044777882815,0.9205159809083432,1.1004930287284487
