state_zip,state_facility,deaths_coef_2
Idaho,Kansas,0.042087314873836275
Idaho,Kentucky,0.030963834488833965
Idaho,Louisiana,0.007389244767119546
Idaho,Maryland,0.001343224466386071
Idaho,Massachusetts,0.0001863292776883944
Idaho,Michigan,0.03621073800385072
Idaho,Minnesota,0.07118064764346958
Idaho,Mississippi,0.0020148900921029833
Idaho,Missouri,0.05581817924789107
Idaho,Montana,0.45684187463115467
Idaho,Nebraska,0.1534010789309011
Idaho,Nevada,7.8264775357974425
Idaho,New Hampshire,0.0001273097293088554
Idaho,New Jersey,0.00015515297716572887
Idaho,New Mexico,1.2405216542296686
Idaho,New York,0.00160594784370672
Idaho,North Carolina,0.005424391060100142
Idaho,North Dakota,0.64984138151259
Idaho,Ohio,0.04153157404803294
Idaho,Oklahoma,0.029172302980981855
Idaho,Oregon,8.057749760854644
Idaho,Pennsylvania,0.01776729468439231
Idaho,South Carolina,0.0013559027383771192
Idaho,South Dakota,0.015339653441839733
Idaho,Tennessee,0.012245416803902183
Idaho,Texas,0.10501914065492471
Idaho,Utah,8.389957723572211
Idaho,Virginia,0.0015126220077019755
Idaho,Washington,4.931081197642751
Idaho,West Virginia,0.015547552637195502
Idaho,Wisconsin,0.04464451907995993
Idaho,Wyoming,6.444441140149562
Illinois,Alabama,805.2034525084902
Illinois,Arizona,46.937800004432624
Illinois,Arkansas,397.5926857198372
Illinois,Colorado,130.78079706067388
Illinois,Connecticut,0.9680162397099484
Illinois,Delaware,7.754783933452539
Illinois,Florida,168.91381630713377
Illinois,Georgia,655.862000892877
Illinois,Illinois,4923.34314332708
Illinois,Indiana,9653.576693803625
Illinois,Iowa,812.4878441564066
Illinois,Kansas,416.2583251396619
Illinois,Kentucky,2811.336298559253
Illinois,Louisiana,219.61670640325488
Illinois,Maryland,92.96372969178705
Illinois,Massachusetts,8.320923170233572
Illinois,Michigan,1857.2247087777296
Illinois,Minnesota,352.186312891478
Illinois,Mississippi,106.65509052148691
Illinois,Missouri,2146.514670643127
Illinois,Montana,47.09352743509608
Illinois,Nebraska,281.9422899812857
Illinois,Nevada,17.482781146768172
Illinois,New Hampshire,6.7513766202098875
Illinois,New Jersey,10.408643142363024
Illinois,New Mexico,41.743260255970014
Illinois,New York,114.28957117533689
Illinois,North Carolina,289.421846469986
Illinois,North Dakota,376.53949025878666
Illinois,Ohio,2782.9793625434904
Illinois,Oklahoma,384.405627340188
Illinois,Oregon,13.383653938522773
Illinois,Pennsylvania,900.6563306192786
Illinois,South Carolina,111.38926851456108
Illinois,South Dakota,55.430687485815675
Illinois,Tennessee,994.9571421971982
Illinois,Texas,1506.1215877631912
Illinois,Utah,30.622442760220796
Illinois,Virginia,104.7081566630058
Illinois,Washington,15.094529966068203
Illinois,West Virginia,777.5077804243991
Illinois,Wisconsin,1360.0270721259706
Illinois,Wyoming,158.67390490849186
Indiana,Alabama,671.7937140382534
Indiana,Arizona,19.40176824683478
Indiana,Arkansas,201.57440457964387
Indiana,Colorado,54.39165706450803
Indiana,Connecticut,0.8404712160240987
Indiana,Delaware,8.584131010278348
Indiana,Florida,132.83694700064308
Indiana,Georgia,602.0452467285397
Indiana,Illinois,1551.3759473123205
Indiana,Indiana,6055.105712310885
Indiana,Iowa,311.1265084648568
Indiana,Kansas,173.7372170556351
Indiana,Kentucky,3263.796838734678
Indiana,Louisiana,128.3737954022733
Indiana,Maryland,112.51750481580073
Indiana,Massachusetts,7.440386270342209
Indiana,Michigan,1393.1786790680226
Indiana,Minnesota,147.11229211037866
Indiana,Mississippi,77.4112230380597
Indiana,Missouri,846.5725302890279
Indiana,Montana,20.36658906406498
Indiana,Nebraska,121.5405404877335
Indiana,Nevada,6.679387268595079
Indiana,New Hampshire,5.455097921132974
Indiana,New Jersey,10.2826499223984
Indiana,New Mexico,17.040814261356132
Indiana,New York,102.54312457235766
Indiana,North Carolina,305.6585355184754
Indiana,North Dakota,163.32114681661844
Indiana,Ohio,4599.47899480867
Indiana,Oklahoma,166.50365215763279
Indiana,Oregon,5.6852465697568935
Indiana,Pennsylvania,962.1495355158581
Indiana,South Carolina,107.27533566494745
Indiana,South Dakota,24.130610046510686
Indiana,Tennessee,865.6950434913348
Indiana,Texas,699.5097727594996
Indiana,Utah,12.583319017630645
Indiana,Virginia,121.90272667094756
Indiana,Washington,6.189883194416637
Indiana,West Virginia,924.5504670541179
Indiana,Wisconsin,452.6708776903185
Indiana,Wyoming,66.44786119974674
Iowa,Alabama,61.02557115386119
Iowa,Arizona,16.365905264231458
Iowa,Arkansas,57.14647894403287
Iowa,Colorado,47.94662223847239
Iowa,Connecticut,0.097319390413775
Iowa,Delaware,0.6223646814863593
Iowa,Florida,17.296574365859616
Iowa,Georgia,47.311228135023164
Iowa,Illinois,472.59211084331895
Iowa,Indiana,354.87986772228004
Iowa,Iowa,387.6505958025823
Iowa,Kansas,162.09050737889308
Iowa,Kentucky,129.31367609282208
Iowa,Louisiana,28.817350264843608
Iowa,Maryland,6.870051558345725
Iowa,Massachusetts,0.7787365731132461
Iowa,Michigan,110.34514279781668
Iowa,Minnesota,88.9387767683998
Iowa,Mississippi,11.68747860213387
Iowa,Missouri,376.7093585416363
Iowa,Montana,15.35352672775393
Iowa,Nebraska,120.26601258891166
Iowa,Nevada,6.22119860725473
Iowa,New Hampshire,0.530786750064043
Iowa,New Jersey,0.9206068124892787
Iowa,New Mexico,15.306563173380896
Iowa,New York,7.7500916354502625
Iowa,North Carolina,19.150119128990767
Iowa,North Dakota,111.29469402496083
Iowa,Ohio,153.40604891323056
Iowa,Oklahoma,125.40661656142038
Iowa,Oregon,4.569703490657854
Iowa,Pennsylvania,54.10586709016211
Iowa,South Carolina,8.285489626670604
Iowa,South Dakota,17.775916796820614
Iowa,Tennessee,58.955794595088264
Iowa,Texas,345.5942698483876
Iowa,Utah,11.521379116403402
Iowa,Virginia,6.6315582530737975
Iowa,Washington,5.025344958174475
Iowa,West Virginia,43.63619503858177
Iowa,Wisconsin,197.93506883493143
Iowa,Wyoming,57.08346063153743
Kansas,Alabama,51.62882782280736
Kansas,Arizona,31.006943026048653
Kansas,Arkansas,70.788536210371
Kansas,Colorado,66.48556652196643
Kansas,Connecticut,0.06039264843186404
Kansas,Delaware,0.5350579489727868
Kansas,Florida,21.729830090991488
Kansas,Georgia,36.75243961415696
Kansas,Illinois,133.76766838945096
Kansas,Indiana,149.5290100328533
Kansas,Iowa,117.1637629361121
Kansas,Kansas,339.0652162819048
Kansas,Kentucky,66.42441342694458
Kansas,Louisiana,37.24812274483331
Kansas,Maryland,5.00502665874016
Kansas,Massachusetts,0.42377779850939734
Kansas,Michigan,36.353932236332575
Kansas,Minnesota,28.78398335993696
Kansas,Mississippi,13.00473326537292
Kansas,Missouri,401.73646984194585
Kansas,Montana,13.752661216439858
Kansas,Nebraska,119.26455857225642
Kansas,Nevada,9.114512621229835
Kansas,New Hampshire,0.27017765393709686
Kansas,New Jersey,0.7607504393700587
Kansas,New Mexico,26.430969641097526
Kansas,New York,3.7594331639314005
Kansas,North Carolina,16.256238884043754
Kansas,North Dakota,74.55562920585537
Kansas,Ohio,66.44772581909702
Kansas,Oklahoma,302.38103500804954
Kansas,Oregon,4.172517057785507
Kansas,Pennsylvania,27.798575591126063
Kansas,South Carolina,7.532311922315769
Kansas,South Dakota,8.339584046078722
Kansas,Tennessee,37.27134709572965
Kansas,Texas,602.9917991876819
Kansas,Utah,16.13678299100858
Kansas,Virginia,4.977504504530374
Kansas,Washington,4.027807722302417
Kansas,West Virginia,19.83664742678436
Kansas,Wisconsin,41.812943246492054
Kansas,Wyoming,66.04733597129359
Kentucky,Alabama,698.0249811993308
Kentucky,Arizona,10.167646128706462
Kentucky,Arkansas,123.28105176675582
Kentucky,Colorado,26.979306317297794
Kentucky,Connecticut,0.7792622035939689
Kentucky,Delaware,9.899514011727744
Kentucky,Florida,139.4732497082893
Kentucky,Georgia,727.6003310742236
Kentucky,Illinois,650.9657410310015
Kentucky,Indiana,2507.242826035519
Kentucky,Iowa,133.6374627970138
Kentucky,Kansas,83.67685405719001
Kentucky,Kentucky,2756.8119385333057
Kentucky,Louisiana,93.2614256292503
Kentucky,Maryland,132.2780528071557
Kentucky,Massachusetts,6.417246363109058
Kentucky,Michigan,447.9963848886285
Kentucky,Minnesota,59.84699149579163
Kentucky,Mississippi,71.08985415445605
Kentucky,Missouri,420.39196157798
Kentucky,Montana,9.28592322782898
Kentucky,Nebraska,57.58526303702182
Kentucky,Nevada,3.111757897425144
Kentucky,New Hampshire,4.29926616717263
Kentucky,New Jersey,10.676067996492717
Kentucky,New Mexico,8.561508386009708
Kentucky,New York,59.7887930745432
Kentucky,North Carolina,451.58548175010463
Kentucky,North Dakota,72.34479430446179
Kentucky,Ohio,3293.843070676348
Kentucky,Oklahoma,85.47292063760905
Kentucky,Oregon,2.5275148728491117
Kentucky,Pennsylvania,716.8341599472406
Kentucky,South Carolina,134.16548822261697
Kentucky,South Dakota,10.274544149169651
Kentucky,Tennessee,972.5333174680806
Kentucky,Texas,402.61257846192404
Kentucky,Utah,6.052977183263812
Kentucky,Virginia,227.92093897217512
Kentucky,Washington,2.6889166853254274
Kentucky,West Virginia,1129.2924489744282
Kentucky,Wisconsin,164.2999478332644
Kentucky,Wyoming,31.9760237542478
Louisiana,Alabama,767.3996521063679
Louisiana,Arizona,13.401760508345642
Louisiana,Arkansas,157.5383365046657
Louisiana,Colorado,22.756592236956426
Louisiana,Connecticut,0.27779226247169947
Louisiana,Delaware,3.354528729234798
Louisiana,Florida,321.23606769720453
Louisiana,Georgia,347.58263213992876
Louisiana,Illinois,237.71396978938535
Louisiana,Indiana,452.99139260943394
Louisiana,Iowa,61.81956677313047
Louisiana,Kansas,62.1662701835327
Louisiana,Kentucky,296.3865130842669
Louisiana,Louisiana,507.0767072252963
Louisiana,Maryland,29.5889857728017
Louisiana,Massachusetts,2.816880726871826
Louisiana,Michigan,63.49476005069351
Louisiana,Minnesota,22.321056087459116
Louisiana,Mississippi,862.6496485150413
Louisiana,Missouri,228.0227136791925
Louisiana,Montana,5.531273056533172
Louisiana,Nebraska,38.160666284315475
Louisiana,Nevada,3.603269542285513
Louisiana,New Hampshire,1.8637719832090343
Louisiana,New Jersey,4.07678903791478
Louisiana,New Mexico,9.587269292531726
Louisiana,New York,9.77149145147129
Louisiana,North Carolina,107.46393170531412
Louisiana,North Dakota,35.89221056721504
Louisiana,Ohio,227.0223926941077
Louisiana,Oklahoma,91.3659433383561
Louisiana,Oregon,1.4979382132123327
Louisiana,Pennsylvania,90.22096508648951
Louisiana,South Carolina,74.2441889284781
Louisiana,South Dakota,4.72301240962991
Louisiana,Tennessee,249.4329983172311
Louisiana,Texas,715.5185328851975
Louisiana,Utah,5.333358369823313
Louisiana,Virginia,31.83124334183491
Louisiana,Washington,1.5699318267041946
Louisiana,West Virginia,79.49753058073188
Louisiana,Wisconsin,44.359369855443
Louisiana,Wyoming,22.56221444127385
Maine,Alabama,34.91314152219878
Maine,Arizona,0.8633898117281513
Maine,Arkansas,8.179503008304492
Maine,Colorado,2.9421466638116516
Maine,Connecticut,2.2369371582892983
Maine,Delaware,9.078848086431059
Maine,Florida,15.58060969773283
Maine,Georgia,49.7140484610642
Maine,Illinois,57.73195668235764
Maine,Indiana,133.64092727265043
Maine,Iowa,17.860891760763987
Maine,Kansas,10.210145218058951
Maine,Kentucky,79.56836242917835
Maine,Louisiana,5.424753921573596
Maine,Maryland,68.97867905697125
Maine,Massachusetts,36.184799320434024
Maine,Michigan,92.0508330107014
Maine,Minnesota,13.078868966918343
