state_zip,FacID,FacID.1,lat,lon,state_facility,deaths_coef_2,deaths_coef_1_x,deaths_coef_3_x,deaths_coef_2_all,deaths_coef_1_all,deaths_coef_3_all
Alabama,642,642,30.6689,-84.8869,Florida,10.35581396,9.39332685,11.31830314,103.4918369,93.87317082,113.110515
Arizona,642,642,30.6689,-84.8869,Florida,0.015925397,0.014445279,0.017405516,103.4918369,93.87317082,113.110515
Arkansas,642,642,30.6689,-84.8869,Florida,0.954359944,0.8656609,1.043059013,103.4918369,93.87317082,113.110515
California,642,642,30.6689,-84.8869,Florida,0.00041873,0.000379813,0.000457648,103.4918369,93.87317082,113.110515
Colorado,642,642,30.6689,-84.8869,Florida,0.005617525,0.005095428,0.006139622,103.4918369,93.87317082,113.110515
Connecticut,642,642,30.6689,-84.8869,Florida,0.623604611,0.565646302,0.681562928,103.4918369,93.87317082,113.110515
DC,642,642,30.6689,-84.8869,Florida,0.167254584,0.151709802,0.18279937,103.4918369,93.87317082,113.110515
Delaware,642,642,30.6689,-84.8869,Florida,0.214162284,0.194257866,0.234066705,103.4918369,93.87317082,113.110515
Florida,642,642,30.6689,-84.8869,Florida,16.63360334,15.08764656,18.17956368,103.4918369,93.87317082,113.110515
Georgia,642,642,30.6689,-84.8869,Florida,16.07670044,14.58250251,17.57090196,103.4918369,93.87317082,113.110515
Idaho,642,642,30.6689,-84.8869,Florida,2.16E-06,1.96E-06,2.36E-06,103.4918369,93.87317082,113.110515
Illinois,642,642,30.6689,-84.8869,Florida,1.980177811,1.796138478,2.164217173,103.4918369,93.87317082,113.110515
Indiana,642,642,30.6689,-84.8869,Florida,1.980900917,1.796794275,2.16500761,103.4918369,93.87317082,113.110515
Iowa,642,642,30.6689,-84.8869,Florida,0.162476656,0.14737595,0.177577362,103.4918369,93.87317082,113.110515
Kansas,642,642,30.6689,-84.8869,Florida,0.196286273,0.178043274,0.214529274,103.4918369,93.87317082,113.110515
Kentucky,642,642,30.6689,-84.8869,Florida,2.077979746,1.8848504,2.271109168,103.4918369,93.87317082,113.110515
Louisiana,642,642,30.6689,-84.8869,Florida,2.207378859,2.002222976,2.412534835,103.4918369,93.87317082,113.110515
Maine,642,642,30.6689,-84.8869,Florida,0.125021698,0.113402086,0.136641312,103.4918369,93.87317082,113.110515
Maryland,642,642,30.6689,-84.8869,Florida,1.389683358,1.260525033,1.51884171,103.4918369,93.87317082,113.110515
Massachusetts,642,642,30.6689,-84.8869,Florida,0.97569519,0.885013311,1.06637708,103.4918369,93.87317082,113.110515
Michigan,642,642,30.6689,-84.8869,Florida,1.463257893,1.32726154,1.599254264,103.4918369,93.87317082,113.110515
Minnesota,642,642,30.6689,-84.8869,Florida,0.111740795,0.101355521,0.12212607,103.4918369,93.87317082,113.110515
Mississippi,642,642,30.6689,-84.8869,Florida,2.671574097,2.423274959,2.919873453,103.4918369,93.87317082,113.110515
Missouri,642,642,30.6689,-84.8869,Florida,1.066758496,0.967613087,1.165903923,103.4918369,93.87317082,113.110515
Montana,642,642,30.6689,-84.8869,Florida,5.89E-05,5.34E-05,6.43E-05,103.4918369,93.87317082,113.110515
Nebraska,642,642,30.6689,-84.8869,Florida,0.062644354,0.056822139,0.068466569,103.4918369,93.87317082,113.110515
Nevada,642,642,30.6689,-84.8869,Florida,0.000424333,0.000384895,0.000463771,103.4918369,93.87317082,113.110515
New Hampshire,642,642,30.6689,-84.8869,Florida,0.138553062,0.125675833,0.151430293,103.4918369,93.87317082,113.110515
New Jersey,642,642,30.6689,-84.8869,Florida,1.915769927,1.737716716,2.093823166,103.4918369,93.87317082,113.110515
New Mexico,642,642,30.6689,-84.8869,Florida,0.014147454,0.012832579,0.015462329,103.4918369,93.87317082,113.110515
New York,642,642,30.6689,-84.8869,Florida,3.094032482,2.806470635,3.381594364,103.4918369,93.87317082,113.110515
North Carolina,642,642,30.6689,-84.8869,Florida,8.759104448,7.945023649,9.573185892,103.4918369,93.87317082,113.110515
North Dakota,642,642,30.6689,-84.8869,Florida,0.003046814,0.002763641,0.003329988,103.4918369,93.87317082,113.110515
Ohio,642,642,30.6689,-84.8869,Florida,3.32503809,3.016006296,3.634069945,103.4918369,93.87317082,113.110515
Oklahoma,642,642,30.6689,-84.8869,Florida,0.604272125,0.548110578,0.660433682,103.4918369,93.87317082,113.110515
Oregon,642,642,30.6689,-84.8869,Florida,4.10E-07,3.72E-07,4.48E-07,103.4918369,93.87317082,113.110515
Pennsylvania,642,642,30.6689,-84.8869,Florida,3.392236027,3.076958867,3.707513234,103.4918369,93.87317082,113.110515
Rhode Island,642,642,30.6689,-84.8869,Florida,0.195493537,0.177324213,0.213662864,103.4918369,93.87317082,113.110515
South Carolina,642,642,30.6689,-84.8869,Florida,6.365711655,5.774074526,6.957349435,103.4918369,93.87317082,113.110515
South Dakota,642,642,30.6689,-84.8869,Florida,0.011594737,0.010517113,0.01267236,103.4918369,93.87317082,113.110515
Tennessee,642,642,30.6689,-84.8869,Florida,5.26520434,4.775850524,5.75455853,103.4918369,93.87317082,113.110515
Texas,642,642,30.6689,-84.8869,Florida,4.000897954,3.629051041,4.372744968,103.4918369,93.87317082,113.110515
Utah,642,642,30.6689,-84.8869,Florida,0.000146605,0.000132979,0.00016023,103.4918369,93.87317082,113.110515
Vermont,642,642,30.6689,-84.8869,Florida,0.05898869,0.053506236,0.064471145,103.4918369,93.87317082,113.110515
Virginia,642,642,30.6689,-84.8869,Florida,3.546167332,3.216583214,3.875751594,103.4918369,93.87317082,113.110515
Washington,642,642,30.6689,-84.8869,Florida,0.000102941,9.34E-05,0.000112508,103.4918369,93.87317082,113.110515
West Virginia,642,642,30.6689,-84.8869,Florida,0.917069468,0.831836225,1.002302738,103.4918369,93.87317082,113.110515
Wisconsin,642,642,30.6689,-84.8869,Florida,0.364618494,0.33073057,0.398506419,103.4918369,93.87317082,113.110515
Wyoming,642,642,30.6689,-84.8869,Florida,0.000118029,0.000107059,0.000128999,103.4918369,93.87317082,113.110515
Alabama,643,643,30.2689,-85.7003,Florida,63.63470408,57.72009897,69.54938064,618.0598845,560.6147925,675.505417
Arizona,643,643,30.2689,-85.7003,Florida,0.07017205,0.063650206,0.076693895,618.0598845,560.6147925,675.505417
Arkansas,643,643,30.2689,-85.7003,Florida,6.877161141,6.237984274,7.516339733,618.0598845,560.6147925,675.505417
California,643,643,30.2689,-85.7003,Florida,0.001923959,0.001745145,0.002102773,618.0598845,560.6147925,675.505417
Colorado,643,643,30.2689,-85.7003,Florida,0.040613856,0.036839173,0.044388539,618.0598845,560.6147925,675.505417
Connecticut,643,643,30.2689,-85.7003,Florida,4.005184958,3.632938003,4.377432342,618.0598845,560.6147925,675.505417
DC,643,643,30.2689,-85.7003,Florida,0.953588289,0.864960469,1.042216235,618.0598845,560.6147925,675.505417
Delaware,643,643,30.2689,-85.7003,Florida,1.210477584,1.097974295,1.322980997,618.0598845,560.6147925,675.505417
Florida,643,643,30.2689,-85.7003,Florida,112.3712856,101.9264153,122.8163609,618.0598845,560.6147925,675.505417
Georgia,643,643,30.2689,-85.7003,Florida,70.98321541,64.3856936,77.58079649,618.0598845,560.6147925,675.505417
Idaho,643,643,30.2689,-85.7003,Florida,1.27E-05,1.15E-05,1.39E-05,618.0598845,560.6147925,675.505417
Illinois,643,643,30.2689,-85.7003,Florida,14.25280079,12.92812484,15.57747882,618.0598845,560.6147925,675.505417
Indiana,643,643,30.2689,-85.7003,Florida,13.15362461,11.93110212,14.37615016,618.0598845,560.6147925,675.505417
Iowa,643,643,30.2689,-85.7003,Florida,1.241426237,1.126046893,1.356805636,618.0598845,560.6147925,675.505417
Kansas,643,643,30.2689,-85.7003,Florida,1.566653729,1.421047185,1.712260393,618.0598845,560.6147925,675.505417
Kentucky,643,643,30.2689,-85.7003,Florida,12.75810462,11.57234166,13.9438707,618.0598845,560.6147925,675.505417
Louisiana,643,643,30.2689,-85.7003,Florida,16.8773643,15.30874164,18.44599269,618.0598845,560.6147925,675.505417
Maine,643,643,30.2689,-85.7003,Florida,0.825078876,0.748395225,0.90176257,618.0598845,560.6147925,675.505417
Maryland,643,643,30.2689,-85.7003,Florida,8.01249698,7.267804852,8.757190077,618.0598845,560.6147925,675.505417
Massachusetts,643,643,30.2689,-85.7003,Florida,6.126925506,5.557481707,6.69636988,618.0598845,560.6147925,675.505417
Michigan,643,643,30.2689,-85.7003,Florida,10.32652745,9.366765675,11.28629059,618.0598845,560.6147925,675.505417
Minnesota,643,643,30.2689,-85.7003,Florida,0.925517434,0.839499024,1.011535871,618.0598845,560.6147925,675.505417
Mississippi,643,643,30.2689,-85.7003,Florida,20.53126037,18.62299176,22.43954497,618.0598845,560.6147925,675.505417
Missouri,643,643,30.2689,-85.7003,Florida,8.155838158,7.397822216,8.913855392,618.0598845,560.6147925,675.505417
Montana,643,643,30.2689,-85.7003,Florida,0.000280505,0.000254435,0.000306576,618.0598845,560.6147925,675.505417
Nebraska,643,643,30.2689,-85.7003,Florida,0.513414082,0.465696861,0.56113133,618.0598845,560.6147925,675.505417
Nevada,643,643,30.2689,-85.7003,Florida,0.002076128,0.001883171,0.002269085,618.0598845,560.6147925,675.505417
New Hampshire,643,643,30.2689,-85.7003,Florida,0.891344379,0.80850187,0.97418695,618.0598845,560.6147925,675.505417
New Jersey,643,643,30.2689,-85.7003,Florida,11.76825105,10.67449419,12.86200932,618.0598845,560.6147925,675.505417
New Mexico,643,643,30.2689,-85.7003,Florida,0.088547043,0.08031741,0.096776676,618.0598845,560.6147925,675.505417
New York,643,643,30.2689,-85.7003,Florida,19.69311809,17.86281543,21.52342274,618.0598845,560.6147925,675.505417
North Carolina,643,643,30.2689,-85.7003,Florida,42.01505803,38.11007082,45.92006093,618.0598845,560.6147925,675.505417
North Dakota,643,643,30.2689,-85.7003,Florida,0.023618165,0.021423074,0.025813255,618.0598845,560.6147925,675.505417
Ohio,643,643,30.2689,-85.7003,Florida,21.50788139,19.50890718,23.50685882,618.0598845,560.6147925,675.505417
Oklahoma,643,643,30.2689,-85.7003,Florida,4.866245955,4.413969519,5.318523197,618.0598845,560.6147925,675.505417
Oregon,643,643,30.2689,-85.7003,Florida,1.00E-07,9.07E-08,1.09E-07,618.0598845,560.6147925,675.505417
Pennsylvania,643,643,30.2689,-85.7003,Florida,21.19766904,19.22753058,23.16780983,618.0598845,560.6147925,675.505417
Rhode Island,643,643,30.2689,-85.7003,Florida,1.1938861,1.082924865,1.304847453,618.0598845,560.6147925,675.505417
South Carolina,643,643,30.2689,-85.7003,Florida,29.50561235,26.76326506,32.24797477,618.0598845,560.6147925,675.505417
South Dakota,643,643,30.2689,-85.7003,Florida,0.098476713,0.089324203,0.107629225,618.0598845,560.6147925,675.505417
Tennessee,643,643,30.2689,-85.7003,Florida,31.53065158,28.60009924,34.46121833,618.0598845,560.6147925,675.505417
Texas,643,643,30.2689,-85.7003,Florida,31.58183929,28.64656238,34.51712386,618.0598845,560.6147925,675.505417
Utah,643,643,30.2689,-85.7003,Florida,0.000568168,0.000515362,0.000620974,618.0598845,560.6147925,675.505417
Vermont,643,643,30.2689,-85.7003,Florida,0.391745397,0.355336186,0.42815463,618.0598845,560.6147925,675.505417
Virginia,643,643,30.2689,-85.7003,Florida,18.22702123,16.53296982,19.92107645,618.0598845,560.6147925,675.505417
Washington,643,643,30.2689,-85.7003,Florida,0.000385683,0.000349837,0.000421528,618.0598845,560.6147925,675.505417
West Virginia,643,643,30.2689,-85.7003,Florida,5.407987709,4.905360075,5.910616419,618.0598845,560.6147925,675.505417
Wisconsin,643,643,30.2689,-85.7003,Florida,2.65168913,2.405238481,2.898139922,618.0598845,560.6147925,675.505417
Wyoming,643,643,30.2689,-85.7003,Florida,0.000558494,0.000506587,0.000610401,618.0598845,560.6147925,675.505417
Alabama,645,645,27.7944,-82.4036,Florida,26.1601076,23.7287125,28.59151405,953.0359846,864.4415395,1041.634239
Arizona,645,645,27.7944,-82.4036,Florida,0.042923069,0.038933767,0.046912371,953.0359846,864.4415395,1041.634239
Arkansas,645,645,27.7944,-82.4036,Florida,5.656798952,5.131046234,6.182552825,953.0359846,864.4415395,1041.634239
California,645,645,27.7944,-82.4036,Florida,0.000571761,0.000518622,0.000624901,953.0359846,864.4415395,1041.634239
Colorado,645,645,27.7944,-82.4036,Florida,0.033669897,0.030540592,0.036799203,953.0359846,864.4415395,1041.634239
Connecticut,645,645,27.7944,-82.4036,Florida,3.558295602,3.22758361,3.889007874,953.0359846,864.4415395,1041.634239
DC,645,645,27.7944,-82.4036,Florida,0.783428935,0.71061609,0.856241857,953.0359846,864.4415395,1041.634239
Delaware,645,645,27.7944,-82.4036,Florida,1.043431633,0.946453908,1.140409444,953.0359846,864.4415395,1041.634239
Florida,645,645,27.7944,-82.4036,Florida,593.5071561,538.327996,648.690042,953.0359846,864.4415395,1041.634239
Georgia,645,645,27.7944,-82.4036,Florida,38.89330653,35.27844625,42.50818477,953.0359846,864.4415395,1041.634239
Idaho,645,645,27.7944,-82.4036,Florida,3.43E-05,3.11E-05,3.75E-05,953.0359846,864.4415395,1041.634239
Illinois,645,645,27.7944,-82.4036,Florida,8.23945896,7.473675297,9.005243083,953.0359846,864.4415395,1041.634239
Indiana,645,645,27.7944,-82.4036,Florida,7.889270366,7.156031657,8.62250991,953.0359846,864.4415395,1041.634239
Iowa,645,645,27.7944,-82.4036,Florida,1.010484223,0.916568938,1.104399536,953.0359846,864.4415395,1041.634239
Kansas,645,645,27.7944,-82.4036,Florida,1.565626467,1.420115629,1.711137378,953.0359846,864.4415395,1041.634239
Kentucky,645,645,27.7944,-82.4036,Florida,7.939475466,7.201569287,8.677382762,953.0359846,864.4415395,1041.634239
Louisiana,645,645,27.7944,-82.4036,Florida,15.86203163,14.38777536,17.3362935,953.0359846,864.4415395,1041.634239
Maine,645,645,27.7944,-82.4036,Florida,0.734699238,0.666415617,0.802982885,953.0359846,864.4415395,1041.634239
Maryland,645,645,27.7944,-82.4036,Florida,6.813053277,6.179839837,7.446267378,953.0359846,864.4415395,1041.634239
Massachusetts,645,645,27.7944,-82.4036,Florida,6.029782082,5.469367173,6.590197503,953.0359846,864.4415395,1041.634239
Michigan,645,645,27.7944,-82.4036,Florida,6.991723135,6.341904443,7.641542394,953.0359846,864.4415395,1041.634239
Minnesota,645,645,27.7944,-82.4036,Florida,0.66426539,0.602528015,0.726002776,953.0359846,864.4415395,1041.634239
Mississippi,645,645,27.7944,-82.4036,Florida,11.09812987,10.06664533,12.1296177,953.0359846,864.4415395,1041.634239
Missouri,645,645,27.7944,-82.4036,Florida,5.868328976,5.322919966,6.413738431,953.0359846,864.4415395,1041.634239
Montana,645,645,27.7944,-82.4036,Florida,0.000460357,0.000417571,0.000503142,953.0359846,864.4415395,1041.634239
Nebraska,645,645,27.7944,-82.4036,Florida,0.586774104,0.53223873,0.641309509,953.0359846,864.4415395,1041.634239
Nevada,645,645,27.7944,-82.4036,Florida,0.00105186,0.000954099,0.00114962,953.0359846,864.4415395,1041.634239
New Hampshire,645,645,27.7944,-82.4036,Florida,0.86864937,0.787916185,0.94938261,953.0359846,864.4415395,1041.634239
New Jersey,645,645,27.7944,-82.4036,Florida,10.5771061,9.594056858,11.56015639,953.0359846,864.4415395,1041.634239
New Mexico,645,645,27.7944,-82.4036,Florida,0.100488017,0.091148582,0.109827454,953.0359846,864.4415395,1041.634239
New York,645,645,27.7944,-82.4036,Florida,17.41704367,15.79828354,19.03580529,953.0359846,864.4415395,1041.634239
North Carolina,645,645,27.7944,-82.4036,Florida,32.99981053,29.93274033,36.06688962,953.0359846,864.4415395,1041.634239
North Dakota,645,645,27.7944,-82.4036,Florida,0.015226423,0.013811268,0.016641578,953.0359846,864.4415395,1041.634239
Ohio,645,645,27.7944,-82.4036,Florida,14.75911796,13.38738772,16.13084961,953.0359846,864.4415395,1041.634239
Oklahoma,645,645,27.7944,-82.4036,Florida,5.005565312,4.540341695,5.470789478,953.0359846,864.4415395,1041.634239
Oregon,645,645,27.7944,-82.4036,Florida,9.37E-09,8.50E-09,1.02E-08,953.0359846,864.4415395,1041.634239
Pennsylvania,645,645,27.7944,-82.4036,Florida,18.73184117,16.9908815,20.47280259,953.0359846,864.4415395,1041.634239
Rhode Island,645,645,27.7944,-82.4036,Florida,1.213133365,1.100383282,1.325883565,953.0359846,864.4415395,1041.634239
South Carolina,645,645,27.7944,-82.4036,Florida,23.6587793,21.45986292,25.85770633,953.0359846,864.4415395,1041.634239
South Dakota,645,645,27.7944,-82.4036,Florida,0.077639197,0.070423348,0.084855047,953.0359846,864.4415395,1041.634239
Tennessee,645,645,27.7944,-82.4036,Florida,17.49129423,15.86562266,19.11696944,953.0359846,864.4415395,1041.634239
Texas,645,645,27.7944,-82.4036,Florida,39.02178744,35.39503939,42.6485425,953.0359846,864.4415395,1041.634239
Utah,645,645,27.7944,-82.4036,Florida,0.000418312,0.000379434,0.00045719,953.0359846,864.4415395,1041.634239
Vermont,645,645,27.7944,-82.4036,Florida,0.32998001,0.299311354,0.36064868,953.0359846,864.4415395,1041.634239
Virginia,645,645,27.7944,-82.4036,Florida,14.47132828,13.1263414,15.81631739,953.0359846,864.4415395,1041.634239
Washington,645,645,27.7944,-82.4036,Florida,1.85E-06,1.68E-06,2.02E-06,953.0359846,864.4415395,1041.634239
West Virginia,645,645,27.7944,-82.4036,Florida,3.883409128,3.522479707,4.244339062,953.0359846,864.4415395,1041.634239
Wisconsin,645,645,27.7944,-82.4036,Florida,1.438120076,1.304460021,1.571780153,953.0359846,864.4415395,1041.634239
Wyoming,645,645,27.7944,-82.4036,Florida,0.000905034,0.00082092,0.000989149,953.0359846,864.4415395,1041.634239
Alabama,646,646,27.9083,-82.4194,Florida,22.28914234,20.21754028,24.36075109,790.454173,716.9786353,863.9317897
Arizona,646,646,27.9083,-82.4194,Florida,0.011375245,0.010318021,0.012432469,790.454173,716.9786353,863.9317897
Arkansas,646,646,27.9083,-82.4194,Florida,5.040028057,4.571601073,5.508455666,790.454173,716.9786353,863.9317897
California,646,646,27.9083,-82.4194,Florida,2.69E-05,2.44E-05,2.94E-05,790.454173,716.9786353,863.9317897
Colorado,646,646,27.9083,-82.4194,Florida,0.029022959,0.026325543,0.031720376,790.454173,716.9786353,863.9317897
Connecticut,646,646,27.9083,-82.4194,Florida,2.758384427,2.502017516,3.014751465,790.454173,716.9786353,863.9317897
DC,646,646,27.9083,-82.4194,Florida,0.725510605,0.658080804,0.792940468,790.454173,716.9786353,863.9317897
Delaware,646,646,27.9083,-82.4194,Florida,0.832549951,0.755171875,0.909928082,790.454173,716.9786353,863.9317897
Florida,646,646,27.9083,-82.4194,Florida,490.4069353,444.8182738,535.9976217,790.454173,716.9786353,863.9317897
Georgia,646,646,27.9083,-82.4194,Florida,31.97714204,29.00510799,34.94918732,790.454173,716.9786353,863.9317897
Idaho,646,646,27.9083,-82.4194,Florida,0,0,0,790.454173,716.9786353,863.9317897
Illinois,646,646,27.9083,-82.4194,Florida,6.256353909,5.674882381,6.837825717,790.454173,716.9786353,863.9317897
Indiana,646,646,27.9083,-82.4194,Florida,6.43937643,5.840893796,7.03785952,790.454173,716.9786353,863.9317897
Iowa,646,646,27.9083,-82.4194,Florida,0.677842522,0.614843275,0.740841781,790.454173,716.9786353,863.9317897
Kansas,646,646,27.9083,-82.4194,Florida,1.242220499,1.126767347,1.357673705,790.454173,716.9786353,863.9317897
Kentucky,646,646,27.9083,-82.4194,Florida,7.045455768,6.390642026,7.700270303,790.454173,716.9786353,863.9317897
Louisiana,646,646,27.9083,-82.4194,Florida,13.08554143,11.86934745,14.3017383,790.454173,716.9786353,863.9317897
Maine,646,646,27.9083,-82.4194,Florida,0.561666576,0.509464803,0.613868362,790.454173,716.9786353,863.9317897
Maryland,646,646,27.9083,-82.4194,Florida,5.785882702,5.248136241,6.323629621,790.454173,716.9786353,863.9317897
Massachusetts,646,646,27.9083,-82.4194,Florida,4.707912536,4.270354694,5.145470576,790.454173,716.9786353,863.9317897
Michigan,646,646,27.9083,-82.4194,Florida,5.100595942,4.6265418,5.574650285,790.454173,716.9786353,863.9317897
Minnesota,646,646,27.9083,-82.4194,Florida,0.424818861,0.385335864,0.464301862,790.454173,716.9786353,863.9317897
Mississippi,646,646,27.9083,-82.4194,Florida,9.767074948,8.859303916,10.67484841,790.454173,716.9786353,863.9317897
Missouri,646,646,27.9083,-82.4194,Florida,5.262316274,4.773231015,5.751401879,790.454173,716.9786353,863.9317897
Montana,646,646,27.9083,-82.4194,Florida,0.000105225,9.54E-05,0.000115004,790.454173,716.9786353,863.9317897
Nebraska,646,646,27.9083,-82.4194,Florida,0.417629017,0.37881422,0.456443825,790.454173,716.9786353,863.9317897
Nevada,646,646,27.9083,-82.4194,Florida,0.000233413,0.00021172,0.000255107,790.454173,716.9786353,863.9317897
New Hampshire,646,646,27.9083,-82.4194,Florida,0.642269943,0.582576792,0.701963116,790.454173,716.9786353,863.9317897
New Jersey,646,646,27.9083,-82.4194,Florida,8.618362258,7.817362791,9.419362237,790.454173,716.9786353,863.9317897
New Mexico,646,646,27.9083,-82.4194,Florida,0.074883994,0.067924213,0.081843775,790.454173,716.9786353,863.9317897
New York,646,646,27.9083,-82.4194,Florida,13.44235784,12.19301207,14.69170424,790.454173,716.9786353,863.9317897
North Carolina,646,646,27.9083,-82.4194,Florida,29.94162997,27.15879571,32.72447181,790.454173,716.9786353,863.9317897
North Dakota,646,646,27.9083,-82.4194,Florida,0.014140207,0.012826005,0.015454408,790.454173,716.9786353,863.9317897
Ohio,646,646,27.9083,-82.4194,Florida,12.76868554,11.58195036,13.95542156,790.454173,716.9786353,863.9317897
Oklahoma,646,646,27.9083,-82.4194,Florida,4.178549413,3.790189912,4.566909328,790.454173,716.9786353,863.9317897
Oregon,646,646,27.9083,-82.4194,Florida,0,0,0,790.454173,716.9786353,863.9317897
Pennsylvania,646,646,27.9083,-82.4194,Florida,15.25872564,13.84056384,16.67688837,790.454173,716.9786353,863.9317897
Rhode Island,646,646,27.9083,-82.4194,Florida,0.920280783,0.834749,1.005812607,790.454173,716.9786353,863.9317897
South Carolina,646,646,27.9083,-82.4194,Florida,20.08574538,18.21892844,21.95256907,790.454173,716.9786353,863.9317897
South Dakota,646,646,27.9083,-82.4194,Florida,0.067999327,0.061679416,0.074319239,790.454173,716.9786353,863.9317897
Tennessee,646,646,27.9083,-82.4194,Florida,15.33998475,13.91426276,16.76570929,790.454173,716.9786353,863.9317897
Texas,646,646,27.9083,-82.4194,Florida,30.05944088,27.26567272,32.85321344,790.454173,716.9786353,863.9317897
Utah,646,646,27.9083,-82.4194,Florida,4.09E-05,3.71E-05,4.47E-05,790.454173,716.9786353,863.9317897
Vermont,646,646,27.9083,-82.4194,Florida,0.255567124,0.231814494,0.279319761,790.454173,716.9786353,863.9317897
Virginia,646,646,27.9083,-82.4194,Florida,13.44903279,12.19905963,14.69900803,790.454173,716.9786353,863.9317897
Washington,646,646,27.9083,-82.4194,Florida,0,0,0,790.454173,716.9786353,863.9317897
West Virginia,646,646,27.9083,-82.4194,Florida,3.590517854,3.256810613,3.924225475,790.454173,716.9786353,863.9317897
Wisconsin,646,646,27.9083,-82.4194,Florida,0.900121604,0.816463581,0.983779639,790.454173,716.9786353,863.9317897
Wyoming,646,646,27.9083,-82.4194,Florida,0.000692879,0.000628483,0.000757276,790.454173,716.9786353,863.9317897
Alabama,663,663,29.7586,-82.3883,Florida,9.236521248,8.378061255,10.09498347,196.2088851,177.9726399,214.4452216
Arizona,663,663,29.7586,-82.3883,Florida,0.013856936,0.012569061,0.01514481,196.2088851,177.9726399,214.4452216
Arkansas,663,663,29.7586,-82.3883,Florida,1.31380704,1.191700453,1.435913707,196.2088851,177.9726399,214.4452216
California,663,663,29.7586,-82.3883,Florida,0.000210793,0.000191201,0.000230384,196.2088851,177.9726399,214.4452216
Colorado,663,663,29.7586,-82.3883,Florida,0.009264963,0.00840387,0.010126056,196.2088851,177.9726399,214.4452216
Connecticut,663,663,29.7586,-82.3883,Florida,1.349746564,1.22429983,1.475193357,196.2088851,177.9726399,214.4452216
DC,663,663,29.7586,-82.3883,Florida,0.31772359,0.288194012,0.347253192,196.2088851,177.9726399,214.4452216
Delaware,663,663,29.7586,-82.3883,Florida,0.429935833,0.389977162,0.469894528,196.2088851,177.9726399,214.4452216
Florida,663,663,29.7586,-82.3883,Florida,69.16987844,62.74083902,75.59898747,196.2088851,177.9726399,214.4452216
Georgia,663,663,29.7586,-82.3883,Florida,18.78964329,17.04328424,20.53600965,196.2088851,177.9726399,214.4452216
Idaho,663,663,29.7586,-82.3883,Florida,8.20E-06,7.44E-06,8.96E-06,196.2088851,177.9726399,214.4452216
Illinois,663,663,29.7586,-82.3883,Florida,2.556872257,2.319234269,2.794510325,196.2088851,177.9726399,214.4452216
Indiana,663,663,29.7586,-82.3883,Florida,2.379424978,2.158278915,2.600571152,196.2088851,177.9726399,214.4452216
Iowa,663,663,29.7586,-82.3883,Florida,0.242879265,0.220305871,0.265452661,196.2088851,177.9726399,214.4452216
Kansas,663,663,29.7586,-82.3883,Florida,0.339620522,0.308055906,0.371185144,196.2088851,177.9726399,214.4452216
Kentucky,663,663,29.7586,-82.3883,Florida,2.855881324,2.590452418,3.121310473,196.2088851,177.9726399,214.4452216
Louisiana,663,663,29.7586,-82.3883,Florida,3.387800611,3.072934198,3.702667376,196.2088851,177.9726399,214.4452216
Maine,663,663,29.7586,-82.3883,Florida,0.281081631,0.254957665,0.307205603,196.2088851,177.9726399,214.4452216
Maryland,663,663,29.7586,-82.3883,Florida,2.706249645,2.454727945,2.957771519,196.2088851,177.9726399,214.4452216
Massachusetts,663,663,29.7586,-82.3883,Florida,2.073070952,1.880397838,2.26574414,196.2088851,177.9726399,214.4452216
Michigan,663,663,29.7586,-82.3883,Florida,2.013388933,1.826262835,2.20051508,196.2088851,177.9726399,214.4452216
Minnesota,663,663,29.7586,-82.3883,Florida,0.151614796,0.1375236,0.165705993,196.2088851,177.9726399,214.4452216
Mississippi,663,663,29.7586,-82.3883,Florida,3.045563566,2.762504456,3.328623122,196.2088851,177.9726399,214.4452216
Missouri,663,663,29.7586,-82.3883,Florida,1.577870612,1.431221857,1.724519428,196.2088851,177.9726399,214.4452216
Montana,663,663,29.7586,-82.3883,Florida,0.00011274,0.000102262,0.000123218,196.2088851,177.9726399,214.4452216
Nebraska,663,663,29.7586,-82.3883,Florida,0.10288673,0.093324355,0.112449105,196.2088851,177.9726399,214.4452216
Nevada,663,663,29.7586,-82.3883,Florida,0.000206703,0.000187492,0.000225914,196.2088851,177.9726399,214.4452216
New Hampshire,663,663,29.7586,-82.3883,Florida,0.308258516,0.279608696,0.336908345,196.2088851,177.9726399,214.4452216
New Jersey,663,663,29.7586,-82.3883,Florida,3.905515784,3.542533263,4.26849851,196.2088851,177.9726399,214.4452216
New Mexico,663,663,29.7586,-82.3883,Florida,0.027946468,0.025349101,0.030543835,196.2088851,177.9726399,214.4452216
New York,663,663,29.7586,-82.3883,Florida,6.178982236,5.604701788,6.753262943,196.2088851,177.9726399,214.4452216
North Carolina,663,663,29.7586,-82.3883,Florida,15.39981462,13.96852715,16.83110565,196.2088851,177.9726399,214.4452216
North Dakota,663,663,29.7586,-82.3883,Florida,0.004530704,0.004109617,0.004951791,196.2088851,177.9726399,214.4452216
Ohio,663,663,29.7586,-82.3883,Florida,4.937178661,4.478312522,5.396045025,196.2088851,177.9726399,214.4452216
Oklahoma,663,663,29.7586,-82.3883,Florida,0.967559223,0.877633376,1.057485107,196.2088851,177.9726399,214.4452216
Oregon,663,663,29.7586,-82.3883,Florida,1.81E-08,1.64E-08,1.98E-08,196.2088851,177.9726399,214.4452216
Pennsylvania,663,663,29.7586,-82.3883,Florida,6.713799214,6.089812115,7.337786648,196.2088851,177.9726399,214.4452216
