state_zip,FacID,FacID,Facility.Latitude,Facility.Longitude,state_facility,deaths_coef_2
Alabama,1372,1372,37.8453,-87.5912,Kentucky,0.8563054328379874
Alabama,1374,1374,37.7958,-87.0597,Kentucky,15.275757007707098
Alabama,1378,1378,37.2608,-86.9783,Kentucky,190.88331461040994
Alabama,1379,1379,37.1517,-88.775,Kentucky,67.77153880573674
Alabama,1381,1381,37.9628,-86.7917,Kentucky,60.668687572320756
Alabama,1382,1382,37.6472,-87.5028,Kentucky,11.33123162801847
Alabama,1383,1383,37.6467,-87.5033,Kentucky,13.063308850225628
Alabama,1384,1384,37.0,-84.5917,Kentucky,55.02779843294222
Alabama,1385,1385,37.8807,-84.2634,Kentucky,14.072565617061557
Alabama,1393,1393,30.2861,-93.2917,Louisiana,29.59347970586498
Alabama,1552,1552,39.3269,-76.365,Maryland,10.564101793896333
Alabama,1554,1554,39.1781,-76.5268,Maryland,8.627103088688191
Alabama,1570,1570,39.595,-77.8269,Maryland,1.5156389634739051
Alabama,1571,1571,38.5444,-76.6861,Maryland,20.290252085176828
Alabama,1572,1572,39.2086,-77.4644,Maryland,12.952508827972984
Alabama,1573,1573,38.3592,-76.9767,Maryland,36.813932175590175
Alabama,1606,1606,42.2814,-72.6053,Massachusetts,0.8045072004982212
Alabama,1613,1613,41.737,-71.146,Massachusetts,0.46961254765178145
Alabama,1619,1619,41.7125,-71.1914,Massachusetts,5.1631237827222325
Alabama,1626,1626,42.5267,-70.8792,Massachusetts,1.2064412901360186
Alabama,1695,1695,43.2542,-86.2417,Michigan,7.693747626841034
Alabama,1702,1702,43.6425,-83.8431,Michigan,7.174694409202082
Alabama,1710,1710,42.9103,-86.2036,Michigan,25.056392745486626
Alabama,1720,1720,43.6425,-83.8431,Michigan,4.769301458249612
Alabama,1723,1723,41.7917,-83.4486,Michigan,6.745622085982156
Alabama,1731,1731,43.8519,-82.6436,Michigan,0.5446489005083477
Alabama,1732,1732,42.9258,-82.4606,Michigan,0.1473770425102068
Alabama,1733,1733,41.8917,-83.3461,Michigan,56.936691692790596
Alabama,1740,1740,42.2733,-83.1131,Michigan,8.608294189571064
Alabama,1743,1743,42.7625,-82.4722,Michigan,21.69563475022114
Alabama,1745,1745,42.1236,-83.1811,Michigan,16.745219575989044
Alabama,1769,1769,46.5789,-87.395,Michigan,6.383847963844717
Alabama,1825,1825,43.0722,-86.2342,Michigan,0.3857434014177599
Alabama,1830,1830,42.7956,-86.1133,Michigan,0.62789087040689
Alabama,1831,1831,42.7183,-84.5586,Michigan,3.787858570765593
Alabama,1832,1832,42.6919,-84.6572,Michigan,2.8179541670059365
Alabama,1843,1843,46.5314,-87.3917,Michigan,0.105123697562096
Alabama,1866,1866,42.2081,-83.1453,Michigan,0.7890501440577001
Alabama,1891,1891,47.5306,-92.1619,Minnesota,0.5151136955044238
Alabama,1893,1893,47.2603,-93.6531,Minnesota,6.963249605758928
Alabama,1904,1904,44.8108,-93.2501,Minnesota,1.7560772868763568
Alabama,1912,1912,44.9331,-93.1075,Minnesota,1.0301762798554774
Alabama,1915,1915,45.03,-92.7786,Minnesota,7.170559776407938
Alabama,1918,1918,44.8028,-95.5267,Minnesota,0.0008674782768257599
Alabama,1927,1927,45.0203,-93.2753,Minnesota,4.6292580593309856
Alabama,1943,1943,46.29,-96.0428,Minnesota,1.5519719881896539
Alabama,1961,1961,43.7014,-92.9626,Minnesota,0.7820818588636526
Alabama,2008,2008,44.0281,-92.4597,Minnesota,0.6886782225775571
Alabama,2049,2049,30.4408,-89.0265,Mississippi,101.25441794615907
Alabama,2076,2076,37.3596,-94.5913,Missouri,6.619313257117876
Alabama,2079,2079,39.1306,-94.4778,Missouri,1.661294142410892
Alabama,2080,2080,38.3108,-93.9331,Missouri,11.408166304293868
Alabama,2094,2094,39.1778,-94.1861,Missouri,11.20160312547783
Alabama,2098,2098,39.7246,-94.8773,Missouri,1.6380951087525075
Alabama,2103,2103,38.5583,-90.8361,Missouri,72.12839404369565
Alabama,2104,2104,38.4017,-90.3358,Missouri,25.746209428719386
Alabama,2107,2107,38.9158,-90.2917,Missouri,47.114391488161125
Alabama,2123,2123,38.9658,-92.3175,Missouri,1.026200283975712
Alabama,2132,2132,39.0919,-94.3261,Missouri,3.096910237178333
Alabama,2161,2161,37.1086,-93.2592,Missouri,3.9305670344773627
Alabama,2167,2167,36.5147,-89.5617,Missouri,33.838827188401
Alabama,2168,2168,39.5531,-92.6392,Missouri,20.10414298438482
Alabama,2169,2169,38.6853,-91.7556,Missouri,2.0275991501638644
Alabama,2187,2187,45.7747,-108.4803,Montana,0.8809314256757507
Alabama,2240,2240,41.4275,-96.4619,Nebraska,0.8941223765671324
Alabama,2277,2277,40.5589,-96.7842,Nebraska,2.8675220415936815
Alabama,2291,2291,41.3297,-95.9458,Nebraska,10.022595495409073
Alabama,2324,2324,36.6531,-114.6364,Nevada,0.225784344720655
Alabama,2341,2341,35.1458,-114.5917,Nevada,1.873290233913659
Alabama,2364,2364,43.1411,-71.4692,New Hampshire,3.5092998493891527
Alabama,2367,2367,43.0978,-70.7842,New Hampshire,0.6282106126134862
Alabama,2378,2378,39.29,-74.6339,New Jersey,3.9079456636315286
Alabama,2384,2384,39.6831,-75.5083,New Jersey,0.7091544720334055
Alabama,2403,2403,40.7478,-74.0719,New Jersey,2.976928151368648
Alabama,2408,2408,40.1797,-74.7325,New Jersey,3.8629173107079433
Alabama,2442,2442,36.69,-108.4814,New Mexico,4.727797907699033
Alabama,2451,2451,36.8006,-108.4386,New Mexico,3.453467548585019
Alabama,2480,2480,41.5736,-73.9747,New York,2.3873375160329893
Alabama,2526,2526,42.1117,-75.9747,New York,2.282852577366592
Alabama,2527,2527,42.6789,-76.9483,New York,2.421299238801825
Alabama,2529,2529,42.1231,-76.9831,New York,0.1478034639354748
Alabama,2531,2531,42.2768,-75.4792,New York,0.1670258949233394
Alabama,2535,2535,42.6028,-76.6336,New York,1.3178390445126722
Alabama,2549,2549,42.97,-78.93,New York,6.883207338763485
Alabama,2554,2554,42.49,-79.35,New York,8.30996029144806
Alabama,2629,2629,41.2578,-73.9797,New York,1.4445141537572816
Alabama,2640,2640,43.1617,-77.6186,New York,0.0672274427652171
Alabama,2642,2642,43.2689,-77.6294,New York,3.9017948514033023
Alabama,2682,2682,42.0917,-79.2417,New York,0.9114245202675854
Alabama,2706,2706,35.4714,-82.5431,North Carolina,25.081075026186255
Alabama,2708,2708,35.595,-79.0492,North Carolina,11.502373805841309
Alabama,2709,2709,35.3775,-78.0875,North Carolina,11.787473406783555
Alabama,2712,2712,36.4833,-79.0731,North Carolina,66.57887051766335
Alabama,2713,2713,34.2824,-77.9864,North Carolina,16.815068856964622
Alabama,2716,2716,34.5889,-78.975,North Carolina,6.842494433464334
Alabama,2718,2718,35.1897,-81.0122,North Carolina,59.59594994728147
Alabama,2720,2720,35.7133,-80.3767,North Carolina,11.008789923142348
Alabama,2721,2721,35.22,-81.7594,North Carolina,51.121166743927375
Alabama,2723,2723,36.4862,-79.7208,North Carolina,4.753547228023388
Alabama,2727,2727,35.5975,-80.9658,North Carolina,87.33155139718667
Alabama,2732,2732,35.36,-80.9742,North Carolina,22.96013709434632
Alabama,2790,2790,46.8669,-100.8839,North Dakota,1.0415635111330979
Alabama,2817,2817,47.2819,-101.3194,North Dakota,16.49040149648816
Alabama,2823,2823,47.0664,-101.2139,North Dakota,10.235040764418159
Alabama,2824,2824,47.2872,-101.3314,North Dakota,2.0545987063645694
Alabama,2828,2828,40.2522,-80.6486,Ohio,42.782297831312405
Alabama,2830,2830,38.9917,-84.2981,Ohio,85.01036494375727
Alabama,2832,2832,39.1131,-84.8031,Ohio,85.29263289354301
Alabama,2835,2835,41.9086,-80.7697,Ohio,3.683620834821753
Alabama,2836,2836,41.5042,-82.05,Ohio,21.287002065817816
Alabama,2837,2837,41.6713,-81.4432,Ohio,33.225830022086825
Alabama,2838,2838,41.5356,-81.6419,Ohio,1.2052479238533067
Alabama,2840,2840,40.1842,-81.8811,Ohio,60.12271278571585
Alabama,2843,2843,39.7933,-83.0097,Ohio,5.770459100719916
Alabama,2848,2848,39.6094,-84.2931,Ohio,4.218264799994013
Alabama,2850,2850,38.6361,-83.6939,Ohio,109.30076823738673
Alabama,2861,2861,41.1667,-80.75,Ohio,7.258551374068902
Alabama,2864,2864,39.9094,-80.7608,Ohio,16.594158946966466
Alabama,2866,2866,40.5308,-80.6311,Ohio,52.554759431507534
Alabama,2872,2872,39.5908,-81.6797,Ohio,82.29024956111012
Alabama,2876,2876,38.9161,-82.1281,Ohio,74.68013567877344
Alabama,2878,2878,41.6925,-83.4375,Ohio,5.400384219344716
Alabama,2917,2917,39.4083,-84.5625,Ohio,1.4032002377466475
Alabama,2952,2952,35.7617,-95.2847,Oklahoma,23.265132604455495
Alabama,2963,2963,36.4317,-95.7008,Oklahoma,19.447512598614967
Alabama,3098,3098,40.2525,-79.9183,Pennsylvania,1.7674451256799149
Alabama,3113,3113,40.91,-75.0789,Pennsylvania,7.1084710874498835
Alabama,3115,3115,40.3061,-75.9081,Pennsylvania,3.8987545972325433
Alabama,3118,3118,40.3842,-79.0611,Pennsylvania,3.5385974176175594
Alabama,3122,3122,40.511,-79.1968,Pennsylvania,59.834350500500335
Alabama,3130,3130,40.4081,-79.0339,Pennsylvania,4.534655756254931
Alabama,3131,3131,41.067,-78.3656,Pennsylvania,16.357520080196483
Alabama,3132,3132,41.8358,-79.19,Pennsylvania,0.3949124932456332
Alabama,3136,3136,40.6604,-79.3411,Pennsylvania,67.78219173011644
Alabama,3138,3138,40.9378,-80.3681,Pennsylvania,8.554292435071085
Alabama,3140,3140,40.097,-76.6962,Pennsylvania,25.98561032008064
Alabama,3145,3145,39.8277,-76.3259,Pennsylvania,0.0389812751248142
Alabama,3148,3148,40.796,-75.107,Pennsylvania,3.107743146625668
Alabama,3149,3149,41.0714,-76.6672,Pennsylvania,29.339535199884132
Alabama,3152,3152,40.8361,-76.825,Pennsylvania,8.575069059673446
Alabama,3159,3159,40.1514,-75.5306,Pennsylvania,1.0430983044213145
Alabama,3161,3161,39.858,-75.323,Pennsylvania,1.9756183070604805
Alabama,3176,3176,41.2033,-76.0683,Pennsylvania,1.025928171598161
Alabama,3178,3178,40.9289,-79.4658,Pennsylvania,11.896591351685132
Alabama,3179,3179,39.8562,-79.9274,Pennsylvania,67.13978751675583
Alabama,3181,3181,40.2207,-79.9682,Pennsylvania,0.5439979828152448
Alabama,3251,3251,34.4017,-80.1589,South Carolina,13.631358164584674
Alabama,3264,3264,34.6022,-82.435,South Carolina,26.45933873121334
Alabama,3280,3280,33.0647,-80.6228,South Carolina,32.75138532466359
Alabama,3287,3287,34.0533,-81.2178,South Carolina,23.4379896839967
Alabama,3295,3295,33.435,-81.9111,South Carolina,20.618751572329664
Alabama,3297,3297,33.8264,-80.6218,South Carolina,52.12202850007311
Alabama,3298,3298,33.0163,-79.9285,South Carolina,29.589197082717416
Alabama,3317,3317,33.8253,-79.0528,South Carolina,9.905841606627904
Alabama,3319,3319,33.2422,-79.9875,South Carolina,25.551124448619536
Alabama,3393,3393,35.0742,-90.1439,Tennessee,33.46709675826007
Alabama,3396,3396,36.0211,-84.1567,Tennessee,110.95813056115759
Alabama,3399,3399,36.3903,-87.6539,Tennessee,47.54148355749486
Alabama,3403,3403,36.3156,-86.4006,Tennessee,143.45765129713766
Alabama,3405,3405,36.3767,-82.9639,Tennessee,73.04692626168622
Alabama,3406,3406,36.0278,-87.9861,Tennessee,215.04305398199457
Alabama,3407,3407,35.8992,-84.5194,Tennessee,252.48314300174468
Alabama,3470,3470,29.4828,-95.6311,Texas,59.39864745487624
Alabama,3497,3497,31.8206,-96.0561,Texas,71.75569540133333
Alabama,3644,3644,39.7272,-110.8644,Utah,1.0502872628759399
Alabama,3775,3775,36.9333,-82.1997,Virginia,29.74836543908124
Alabama,3776,3776,37.3704,-80.8639,Virginia,8.976816205224095
Alabama,3788,3788,38.8203,-77.0411,Virginia,4.0274900931084
Alabama,3796,3796,37.7089,-78.2878,Virginia,6.840790259198774
Alabama,3797,3797,37.3822,-77.3833,Virginia,37.86046988275817
Alabama,3803,3803,36.7711,-76.3019,Virginia,14.450114145024033
Alabama,3804,3804,38.5367,-77.2806,Virginia,2.701975345373529
Alabama,3809,3809,37.2144,-76.4611,Virginia,12.024303035724513
Alabama,3845,3845,46.7559,-122.8578,Washington,1.933435125025605
Alabama,3935,3935,38.4731,-81.8233,West Virginia,77.53592406188501
Alabama,3936,3936,38.2056,-81.4211,West Virginia,12.245626554294782
Alabama,3938,3938,38.9669,-81.9231,West Virginia,31.003438561747316
Alabama,3942,3942,39.4883,-79.6367,West Virginia,8.333936126182147
Alabama,3943,3943,39.7107,-79.9275,West Virginia,39.817624165596854
Alabama,3944,3944,39.3844,-80.3325,West Virginia,5.94830172534011
Alabama,3945,3945,39.5314,-80.113,West Virginia,1.4928720870236
Alabama,3946,3946,39.3672,-81.3006,West Virginia,5.4079831910483
Alabama,3947,3947,39.8464,-80.8189,West Virginia,23.710966489388593
Alabama,3948,3948,39.8297,-80.8153,West Virginia,20.37449126159024
Alabama,3954,3954,39.2014,-79.2667,West Virginia,16.007316482600686
Alabama,3982,3982,46.5869,-90.9017,Wisconsin,0.24035823567460796
Alabama,3992,3992,43.0792,-89.3739,Wisconsin,0.44742152329438334
Alabama,4040,4040,43.3842,-87.8689,Wisconsin,3.433495961635958
Alabama,4041,4041,42.8457,-87.8294,Wisconsin,10.970874625901137
Alabama,4042,4042,43.0303,-87.9233,Wisconsin,5.83148979507686
Alabama,4050,4050,43.715,-87.7094,Wisconsin,10.721143700262411
Alabama,4054,4054,42.7225,-91.0085,Wisconsin,9.469731893165353
Alabama,4072,4072,44.5397,-88.0083,Wisconsin,4.131911069810989
Alabama,4078,4078,44.8606,-89.6553,Wisconsin,6.104650966162384
Alabama,4125,4125,44.082,-87.6558,Wisconsin,0.5495748503776573
Alabama,4140,4140,44.3085,-91.9106,Wisconsin,2.9311098003917686
Alabama,4143,4143,43.5592,-91.2333,Wisconsin,6.554937029162675
Alabama,4146,4146,42.7083,-90.9853,Wisconsin,0.28469985259006403
Alabama,4158,4158,42.8378,-105.7769,Wyoming,6.992518901203272
Alabama,4162,4162,41.7572,-110.5986,Wyoming,4.944666805775018
Alabama,4259,4259,42.0317,-84.755,Michigan,0.7230211396776194
Alabama,4271,4271,44.3026,-91.9126,Wisconsin,3.8888287912370485
Alabama,4941,4941,36.9047,-111.3886,Arizona,0.8907138777266771
Alabama,6002,6002,33.6319,-87.0597,Alabama,319.91608956893134
Alabama,6004,6004,39.3668,-81.2944,West Virginia,24.972084106263736
Alabama,6009,6009,34.4236,-92.1392,Arkansas,63.95702116441403
Alabama,6016,6016,40.4663,-89.9841,Illinois,5.8126435761657875
Alabama,6017,6017,38.9361,-88.2778,Illinois,32.53223962192593
Alabama,6018,6018,38.9031,-84.8511,Kentucky,12.590645725349725
Alabama,6019,6019,38.8689,-84.2286,Ohio,31.353202740615753
Alabama,6021,6021,40.4627,-107.5912,Colorado,2.1039219755290537
Alabama,6030,6030,47.3761,-101.1567,North Dakota,10.834910347263008
Alabama,6031,6031,38.6903,-83.4803,Ohio,21.83956350307806
Alabama,6034,6034,42.7748,-82.4945,Michigan,14.6587648933936
Alabama,6041,6041,38.7,-83.8175,Kentucky,40.53988861420061
Alabama,6052,6052,33.4124,-85.0345,Georgia,777.6323827458585
Alabama,6055,6055,30.7261,-91.3669,Louisiana,91.23964400331428
Alabama,6061,6061,31.2194,-89.3933,Mississippi,26.181822985977046
Alabama,6064,6064,39.1714,-94.6958,Kansas,5.777316956233782
Alabama,6065,6065,39.4472,-94.98,Missouri,8.433525215843687
Alabama,6068,6068,39.2825,-96.1153,Kansas,29.776217378974568
Alabama,6071,6071,38.5847,-85.4117,Kentucky,9.638476582973526
Alabama,6073,6073,30.5335,-88.5574,Mississippi,83.7693284663516
Alabama,6076,6076,45.8831,-106.614,Montana,5.633704754927397
Alabama,6077,6077,41.0808,-101.1408,Nebraska,14.649347080405937
Alabama,6082,6082,43.3561,-78.6039,New York,1.831206080385637
Alabama,6085,6085,41.2175,-87.0239,Indiana,30.025742276393835
Alabama,6089,6089,47.6788,-104.1569,Montana,0.344094458133531
Alabama,6090,6090,45.3792,-93.8958,Minnesota,12.003155850189398
Alabama,6094,6094,40.6344,-80.42,Pennsylvania,14.53972792909994
Alabama,6095,6095,36.4537,-97.0527,Oklahoma,12.818008133149705
Alabama,6096,6096,40.6215,-95.7765,Nebraska,13.187756333222296
Alabama,6098,6098,45.3047,-96.5103,South Dakota,6.879271914218459
Alabama,6101,6101,44.2886,-105.3847,Wyoming,2.4542046448707286
Alabama,6106,6106,45.6933,-119.8056,Oregon,1.7705503743837059
Alabama,6113,6113,38.3722,-87.7661,Indiana,186.40739987683963
Alabama,6124,6124,32.3558,-81.1683,Georgia,10.30826137001038
Alabama,6136,6136,30.6167,-96.0778,Texas,8.255563585502838
Alabama,6137,6137,37.9053,-87.715,Indiana,18.90260590561798
Alabama,6138,6138,36.2561,-94.5241,Arkansas,8.788385746180028
Alabama,6139,6139,33.0583,-94.844,Texas,35.426160132048736
Alabama,6146,6146,32.2597,-94.5703,Texas,96.9295206636923
Alabama,6147,6147,33.0917,-95.0417,Texas,73.97697656417657
Alabama,6155,6155,38.1306,-90.2625,Missouri,40.20455339546562
Alabama,6165,6165,39.1747,-111.0289,Utah,1.1700514034732972
Alabama,6166,6166,37.9256,-87.0372,Indiana,130.4266161628003
Alabama,6170,6170,42.5381,-87.9033,Wisconsin,14.841238366260802
Alabama,6177,6177,34.5778,-109.2717,Arizona,2.823621113437702
Alabama,6178,6178,28.7128,-97.2142,Texas,11.339877337891366
Alabama,6179,6179,29.9172,-96.7506,Texas,17.80351136124052
Alabama,6180,6180,31.185,-96.4853,Texas,2.71957531048332
Alabama,6181,6181,29.3072,-98.3228,Texas,11.368044635776128
Alabama,6183,6183,28.7044,-98.4781,Texas,6.469596704326646
Alabama,6190,6190,31.395,-92.7167,Louisiana,22.023802244703425
Alabama,6193,6193,35.2972,-101.7475,Texas,9.674584435051901
Alabama,6194,6194,34.1847,-102.5686,Texas,9.523367239749215
Alabama,6195,6195,37.1519,-93.3892,Missouri,4.065360642619226
Alabama,6204,6204,42.1103,-104.8828,Wyoming,4.616155388529054
Alabama,6213,6213,39.0694,-87.5108,Indiana,22.93525462726498
Alabama,6248,6248,40.2217,-103.6803,Colorado,5.308194075966527
Alabama,6249,6249,33.3303,-79.3611,South Carolina,29.57869059472889
Alabama,6250,6250,36.5278,-78.8917,North Carolina,19.845594145573305
Alabama,6254,6254,41.0961,-92.5556,Iowa,12.913391071415065
Alabama,6257,6257,33.0583,-83.8072,Georgia,540.3106484854831
Alabama,6264,6264,38.9794,-81.9344,West Virginia,20.510059691574682
Alabama,6469,6469,47.3714,-101.8344,North Dakota,6.228280841286861
Alabama,6481,6481,39.5108,-112.5792,Utah,0.7456077513417787
Alabama,6639,6639,37.6467,-87.5006,Kentucky,8.481851554429317
Alabama,6641,6641,35.6733,-91.4083,Arkansas,45.24284700631233
Alabama,6648,6648,30.5642,-97.0639,Texas,17.90689224585586
Alabama,6664,6664,41.3153,-91.0936,Iowa,10.704953381076415
Alabama,6705,6705,37.915,-87.3328,Indiana,143.90541073276006
